thottacharya,தொட்டாச்சார்ய
idampettrullaargal,இடம்பெற்றுள்ளார்கள்
manappuzhukkaththil,மனப்புழுக்கத்தில்
alikkaamaiyaal,அளிக்காமையால்
theyaththaraathal,தேயத்தராதல்
vagaiyinaraalum,வகையினராலும்
tharmavarmaavukkum,தர்மவர்மாவுக்கும்
thimpakthu,திம்பக்து
oruvarudaththukkup,ஒருவருடத்துக்குப்
sembukkalangalaiyum,செம்புக்கலங்களையும்
aalpalaththaiyum,ஆள்பலத்தையும்
simmaasanaththaik,சிம்மாசனத்தைக்
asoosaiyalikkak,அசூசையளிக்கக்
utpaduththiyullanar,உட்படுத்தியுள்ளனர்
varalaattrumikkalavil,வரலாற்றுமிக்களவில்
olivudaiyavargal,ஒளிவுடையவர்கள்
siththagangaavil,சித்தகங்காவில்
nindruvidap,நின்றுவிடப்
avviyaathikku,அவ்வியாதிக்கு
annaavaiyangkaar,அண்ணாவையங்கார்
daaviyil,டாவியில்
neemach,நீமாச்
perumbaakkaththirku,பெரும்பாக்கத்திற்கு
parisuda,பரிசுடா
pazhaththoattamaaga,பழத்தோட்டமாக
thaevaittrirukkach,தேவைற்றிருக்கச்
enakkooravaendum,எனக்கூறவேண்டும்
saanakkiyanaaga,சாணக்கியனாக
kattakkooda,கட்டக்கூட
pudhukkiya,புதுக்கிய
kanaesayyarukku,கணேசய்யருக்கு
chinnapatam,சின்னபடம்
parimaattramaana,பரிமாற்றமான
vaendiyirukkirathaala,வேண்டியிருக்கிறதால
skotlaanthukku,ஸ்கொட்லாந்துக்கு
mukthanaakiraan,முக்தனாகிறான்
naadagaththilirunthum,நாடகத்திலிருந்தும்
araiyinaiyudaiya,அரையினையுடைய
classna,கிளாஸ்னா
siramappaduvathaagath,சிரமப்படுவதாகத்
kadhaikkiraarkalae,கதைக்கிறார்களே
kuraippathudan,குறைப்பதுடன்
irukkuvu,இருக்குவு
aanraasigalai,ஆண்ராசிகளை
hosanaavin,ஹோசனாவின்
thanippadamaaga,தனிப்படமாக
ragal,ராகல்
thylacolio,தைலாகோலியோ
vetrtriperuvaai,வெற்றிபெறுவாய்
nunvadivaaga,நுண்வடிவாக
pinaippavai,பிணைப்பவை
odugirathu,ஒடுகிறது
negizhththup,நெகிழ்த்துப்
araivisaiyaaloa,அறைவிசையாலோ
pidiththullathaam,பிடித்துள்ளதாம்
youvanaakniyaagavum,யௌவனாக்னியாகவும்
nababan,நபாபன்
kanaesanukkaagap,கணேசனுக்காகப்
vinaichchollaagavum,வினைச்சொல்லாகவும்
karugavaendum,கருகவேண்டும்
ramane,ராமனே
dekhwekar,தேக்வேகர்
oompaalae,ஓம்பாலே
seyalpaduththiyatharkaaga,செயல்படுத்தியதற்காக
vittundae,விட்டுண்டே
madhukka,மதுக்க
irukoanangkalaiyum,இருகோணங்களையும்
sangoothiya,சங்கூதிய
orukudaikkeezh,ஒருகுடைக்கீழ்
vidhivarumurai,விதிவருமுறை
kilaththalum,கிளத்தலும்
sattamandranggalilum,சட்டமன்றங்களிலும்
sattanaathanukkuk,சட்டநாதனுக்குக்
paerila,பேரில
preethi,ப்ரீத்தி
aazhappathinththirunththathu,ஆழப்பதிந்திருந்தது
uuraaril,ஊராரில்
nunnoottangalaiyum,நுண்ணூட்டங்களையும்
ecnr,இசிஎன்ஆர்
aaraaychchiyaalarukku,ஆராய்ச்சியாளருக்கு
renukaachaariyaavin,ரேணுகாச்சாரியாவின்
koakaaththiyarin,கோகாத்தியரின்
saathanailai,சாதனைளை
thirukkurano,திருக்குரானோ
maarksiyamaanathu,மார்க்சியமானது
mahendraraal,மகேந்திரரால்
viliyaathu,விளியாது
hydrajanil,ஹைட்ரஜனில்
suvadiyin,சுவடியின்
pidikkulthaan,பிடிக்குள்தான்
saaptvaerukkup,சாப்ட்வேருக்குப்
oxygent,ஆக்சிஜன்ட்
koranadu,கொரநாடு
seevikkirathu,சீவிக்கிறது
sonnathaagach,சொன்னதாகச்
brutal,ப்ரூட்டல்
graziavidam,கிரேசியாவிடம்
yangkal,யங்கள்
azhagaanavanum,அழகானவனும்
vilangkinangkalaana,விலங்கினங்களான
purattaeyantri,புரட்டேயன்றி
paarimaaralkal,பாரிமாறல்கள்
inthiyappadaiyinarudaana,இந்தியப்படையினருடான
deivamaavathu,தெய்வமாவது
paaraimunai,பாறைமுனை
periyakavanam,பெரியகாவனம்
thoguppada,தொகுப்பட
kandicheemai,கண்டிச்சீமை
puliyurai,புலியூரை
saathamaam,சாதமாம்
neethaanda,நீதாண்ட
kanmaayudan,கண்மாயுடன்
kurundhagavalgal,குருந்தகவல்கள்
agaraathigalaiyoa,அகராதிகளையோ
vitaminode,வைட்டமினோடு
metrasilae,மெட்ராசிலே
neekkiyatharkum,நீக்கியதற்கும்
sannathikkumun,சந்நதிக்குமுன்
uuradungkum,ஊரடுங்கும்
kazhandukkireengka,கழண்டுக்கிறீங்க
niraithanam,நிறைதனம்
majisrik,மஜிஸ்ரிக்
raasathanthirigalin,ராசதந்திரிகளின்
avattrairkaana,அவற்றைற்கான
marangalumkooda,மரங்களும்கூட
maempaduththiyullaen,மேம்படுத்தியுள்ளேன்
manakkandal,மணக்கண்டல்
paraivaigalin,பறைவைகளின்
thooninnaa,தூணின்னா
thappiyodattam,தப்பியோடட்டம்
muraiyinpadiyum,முறையின்படியும்
manadilchandosham,மனதில்சந்தோஷம்
keethaththaich,கீதத்தைச்
thunivaich,துணிவைச்
vivaagarathaanaal,விவாகரத்தானால்
thaavaranggalai,தாவரங்களை
sanniyaasap,சன்னியாசப்
zhagaaraththirku,ழகாரத்திற்கு
uvamaiyaagavoa,உவமையாகவோ
inththoolagam,இந்தூலகம்
kaikottinaargal,கைகொட்டினார்கள்
inlet,இன்லாட்
nootrtraandilum,நூற்றாண்டிலும்
niyamimikappattu,நியமிமிக்கப்பட்டு
kallukuriya,கள்ளுக்குரிய
arpanitthukkolla,அற்பணித்துக்கொள்ள
parkamudiyam,பார்க்கமுடியம்
ivveekkaththil,இவ்வீக்கத்தில்
aasipettraal,ஆசிபெற்றால்
sweekariththuth,சுவீகரித்துத்
varaivugalaith,வரைவுகளைத்
avvenmai,அவ்வெண்மை
idungkoal,இடுங்கோள்
tharaasinidam,தராசினிடம்
moagamullilum,மோகமுள்ளிலும்
thozhilaalarkkuriya,தொழிலாளர்க்குரிய
meethamaakivittaal,மீதமாகிவிட்டால்
ringsil,ரிங்ஸில்
kumurugindrana,குமுறுகின்றன
thiruseroopankal,திருசெரூபங்கள்
unarvudaiyoarum,உணர்வுடையோரும்
vaasaganaalum,வாசகனாலும்
kodivazhiyaich,கொடிவழியைச்
kazhanjiyakkaappu,களஞ்சியக்காப்பு
kandisanukku,கண்டிசனுக்கு
paattukkendrum,பாட்டுக்கென்றும்
kabaarai,கபாரை
koovaththoadu,கோவத்தோடு
sunnathu,சுன்னது
uuthiyamae,ஊதியமே
kaadudaiya,காடுடைய
gramini,கிராமினி
kizhapparuvaththai,கிழப்பருவத்தை
nutpaththin,நுட்பத்தின்
suththiyaayum,சுத்தியாயும்
maaruthalattra,மாறுதலற்ற
poomaarikkum,பூமாரிக்கும்
maattrangkalukkul,மாற்றங்களுக்குள்
neettivarugindranar,நீட்டிவருகின்றனர்
suttukondroam,சுட்டுகொன்றோம்
aasiriyasaevaikkul,ஆசிரியசேவைக்குள்
iththaerthalai,இத்தேர்தலை
arikkaiyilaiyae,அறிக்கையிலையே
alainegizhvugal,அலைநெகிழ்வுகள்
vaitvosh,வைட்வோஷ்
nidishkumarai,நிதிஷ்குமாரை
muthalaaliya,முதலாளிய
koodiyin,கூடியின்
poaleesaargaloa,போலீசார்களோ
thoasaiyaik,தோசையைக்
thalaisuttruvathaaga,தலைசுற்றுவதாக
naagaiyaich,நாகையைச்
pirathiyeedugalaana,பிரதியீடுகளான
dorin,டோரின்
kavipeyarppaaga,கவிபெயர்ப்பாக
