shindhanchem,शिंधांचें
zamtaatach,जमतातच
aabaansaarkhyaa,आबांसारख्या
shambhumahadevacham,शंभूमहादेवाचं
gotalyaas,गोठल्यास
helmetchi,हेलमेटची
sivhieliyansachyaa,सिव्हीलीयन्सच्या
rikshavalyanchya,रिक्षावाल्यांच्या
ahmadshah,अहमदशाह
gumfataa,गुंफता
atisanskrutaalalele,अतिसंस्कृताळलेले
gaayaak,गायाक
pakistanabaddal,पाकिस्तानाबद्दल
prakashzhotamule,प्रकाशझोतामुळे
viskatalyaach,विस्कटल्याच
dagdavarchi,दगडावरची
peshavarmarge,पेशावरमार्गे
goshteensahit,गोष्टींसहित
pranjalacha,प्रांजलाचा
theoretical,थियरेटिकल
umedvaaraansah,उमेदवारांसह
vithudevachya,विठूदेवाच्या
levhantmadhale,लेव्हांतमधले
ekaankikemadhye,एकांकिकेमध्ये
akshamyach,अक्षम्यच
satpathy,सत्पथी
navshikhya,नवशिख्या
stodiyot,स्टोडियोत
aadarakhatir,आदाराखातीर
rakhvaldara,रखवालदारा
sindiner,सिंदीनेर
punyakamaaee,पुण्यकमाई
stuparachana,स्तूपरचना
asmaniche,अस्मानीचे
vhisp,व्हिस्प
rashtrantale,राश्ट्रांतले
nagarpalikechahi,नगरपालिकेचाही
killyapeksha,किल्ल्यापेक्षा
janahitasathi,जनहितासाठी
kalaphalak,कळफळक
uttarekadlyan,उत्तरेकडल्यान
bobda,बोबडा
garanyancho,गाराण्यांचो
shavvahiket,शववाहिकेत
sukhed,सुखेड
passengersmadhye,पॅसेंजर्समध्ये
zanjanchya,झांजांच्या
boardswarch,बोर्ड्सवरच
prajasampatti,प्रजासंपत्ती
ragaanchi,रगांची
panditani,पंडितांनी
kshepanastrem,क्षेपणास्त्रें
vastitala,वस्तीतला
srest,स्रेस्ट
legastampabaaher,लेगस्टंपबाहेर
chohobaajuns,चोहोबाजूंस
divasaanhun,दिवसांहून
politaburo,पॉलिटब्यूरो
yanadekhil,यानादेखील
discomswar,डिसकॉम्सवर
shabdarupaachi,शब्दरुपाची
thambin,थांबीन
retanyaaivajee,रेटण्याऐवजी
maakhalele,माखलेले
reemachee,रीमाची
samadhipude,समाधीपुडे
akshvruttaaparyant,अक्षवृत्तापर्यंत
pranisanrakshak,प्राणिसंरक्षक
mandapaakade,मंडपाकडे
pardeshcha,परदेशचा
nirhetu,निर्हेतु
asalyaamulech,असल्यामुळेच
beeje,बीजे
tamilmadhalaach,तमिळमधलाच
remcha,रेमचा
shikshanasamratanchya,शिक्षणसम्राटांच्या
jankarala,जाणकाराला
lekhashastra,लेखाशास्त्र
abhyaasaakadech,अभ्यासाकडेच
baalagunhegaareecho,बालगुन्हेगारीचो
ghanibarobar,घाणीबरोबर
shikhandikade,शिखंडीकडे
pratisadanurup,प्रतिसादानुरूप
ishwaraan,ईश्वरान
lutalya,लुटल्या
chicharana,चिचारणा
hanchekadalyan,हांचेकडल्यान
thalipith,थालीपीठ
remidies,रेमिडीज
monitorvarun,मॉनिटरवरून
mhanyaachaa,म्हण्याचा
pravinyamule,प्राविण्यामुळे
bhajunach,भजूनच
superhirojchea,सुपरहिरोजच्या
gaalaanvarun,गालांवरून
paristhitipekshaahi,परिस्थितीपेक्षाही
holistic,होलिस्टीक
parikshanabaddal,परिक्षणाबद्दल
nireeshwaravaadyaans,निरीश्वरवाद्यांस
pamrane,पामराने
antaraapudhe,अंतरापुढे
sheguni,शेगुनी
biduvar,बिदूवर
guruka,गुरूका
asheelaabarobar,अशीलाबरोबर
samanyabhayar,सामान्याभायर
nharo,न्हरो
zaadoryaamadhoon,झाडोऱ्यामधून
badaltaloi,बदलतालोय
shreyanaamaavalimadhye,श्रेयनामावलीमध्ये
diamodes,डायमोडेस
pushpavatikechya,पुष्पवटीकेच्या
atiuttar,अतीउत्तर
chutapute,चुटपुटे
shastrashakha,शास्त्रशाखा
chitrahaar,चित्रहार
cemetrik,सिमेट्रीक
dots,डॉट्स
vaatenchyaan,वाटेंच्यान
fulyaansaarakhaa,फुल्यांसारखा
vijerivar,विजेरीवर
motorslagechaahee,मोटरस्लेजचाही
krurkarma,क्रुरकर्मा
doryavealeamvarf,दर्यावेलेंवर्फ
shevatlya,शेवटल्या
haidaraabaadakadun,हैदराबादकडून
pighale,पिघले
aamdaaraanbaddal,आमदारांबद्दल
discreeshan,डिस्क्रीशन
indiketarvar,इंडिकेटरवर
hrudayavikaaraavar,हृदयविकारावर
mahaatmyach,महात्म्यच
mahabhagavat,महाभागवत
chandanshesh,चंदनशेष
hujarekari,हुजरेकरी
stravan,स्त्रावान
aadhikyaane,आधिक्याने
kukcha,कुकचा
vimananshi,विमानांशी
snehabhojanaache,स्नेहभोजनाचे
flatmetchyaa,फ्लॅटमेटच्या
markatalilaanmule,मर्कटलिलांमुळे
thuth,टूथ
nallavarche,नळावरचे
futapattyaanvar,फुटपट्ट्यांवर
authentic,ऑथेन्टिक
shuranchya,शूरांच्या
balgandharv,बालगंधर्व
platemadhe,प्लेटमधे
jaahiraateenshivaay,जाहिरातींशिवाय
thekedarani,ठेकेदारांनी
kumaand,कुमांड
chikatalelaa,चिकटलेला
kshanbharche,क्षणभरचे
samajavalelaach,समजवलेलाच
archipelago,आर्चीपेलागो
tapaaskaamaat,तपासकामात
vaidnyaanikaamule,वैज्ञानिकामुळे
vichitraviryaani,विचित्रविर्यांनी
pokharyaamadhale,पोखर्यामधले
manomani,मनोमनी
swalekh,स्वलेख
dhagalekhachya,धागालेखाच्या
vhijeel,व्हिजील
platformsaheet,प्लॅटफॉर्मसहीत
pareekshemule,परीक्षेमुळे
yantravat,यंत्रवत
kuleen,कुलीन
pasingla,पासिंगला
battingmadhele,बॅटींगमधेले
jagvatil,जगवतील
paryaayaalaahi,पर्यायालाही
pakistanasarkhe,पाकिस्तानासारखे
sidakone,सिडकोने
silaas,सिलास
vidhyapithas,विद्यापिठास
vidhyapithamadhil,विद्यापीठामधील
mukhyarastyala,मुख्यरस्त्याला
tomanebaaji,टोमणेबाजी
namchi,नामची
naasikakar,नासिककर
chalvale,चळवळे
janavaramadhye,जनावरामध्ये
zarkhandche,झारखंडचे
vyaparyanpeksha,व्यापाऱ्यांपेक्षा
deshantlii,देशांतली
suchalyaavar,सुचल्यावर
vasayli,वसयलीं
frumla,फ्रुमला
udyojaagaanchi,उद्योजागांची
balakayale,बळकायले
lahakhuri,लहाखुरी
atikushal,अतिकुशल
aamni,आमनी
photons,फोटोंस
kantarachyo,कांताराच्यो
mandiraajaval,मंदिराजवळ
gadyakaviteche,गद्यकवितेचे
fedlech,फेडलेच
janglo,जंगलो
swakharchaanech,स्वखर्चानेच
zaadaani,झाडांनी
tutigalaa,तुटिगळा
puttak,पुत्तक
hakkank,हक्कांक
kendrachalakanchya,केंद्रचालकांच्या
cyclepremihi,सायकलप्रेमीही
chargingbarobar,चार्जिंगबरोबर
asprushyani,अस्पृश्यांनी
telented,टेलेंटेड
taajjub,ताज्जूब
aavadnavad,आवडनावड
swabaandhavaanshi,स्वबांधवांशी
mandpat,मांडपात
gurudattavar,गुरुदत्तवर
badbadayla,बडबडायला
ruhr,रूर
dharmaanche,धर्मांचे
kumarla,कुमारला
chaltalyank,चलतल्यांक
tashyaat,तश्यात
rajena,राजेना
pandarinath,पंढरीनाथ
faapatapasaare,फापटपसारे
prekshakvargaache,प्रेक्षकवर्गाचे
bhatjikadun,भटजीकडून
hyaachyaavyatireekt,ह्याच्याव्यतिरीक्त
lohgadchya,लोहगडच्या
kanayetalya,काणयेतल्या
fasakalaas,फसकलास
kaamaakhyevisashim,कामाख्येविसशीं
mahajalavarchi,महाजालावरची
