namdharirao,নামধারীরাও
bikretati,বিক্রেতাটি
sachetbhabe,সচেতভাবে
akerlof,অ্যাকারলফ
nibhiyechi,নিভিয়েছি
haatanala,হাতনল
etaaamader,এটাআমাদের
sanchezra,স্যাঞ্চেজরা
nimisher,নিমিষের
dhaoakale,ধাওয়াকালে
biobot,বায়োবট
mege,মেগে
doibobihito,দৈববিহিত
hailaitkrito,হাইলাইটকৃত
jagatbyapi,জগৎব্যাপী
bachyarther,বাচ্যার্থের
durgoter,দূর্গতের
bagdis,বাগদিস
podomorjoda,পদমর্যদা
nagabhushan,নাগভূষণ
stephensoner,স্টিফেনসনের
naformanike,নাফরমানিকে
prasttutilikhita,প্রস্তুতিলিখিত
nazninsaho,নাজনিনসহ
pororishder,পররিষদের
nibrittirvabati,নিবৃত্তির্ভবতি
chehade,চেহাদে
cushback,কাশব্যাক
aloksozzake,আলোকসজ্জাকে
hankachche,হাঁকাচ্ছে
menzena,মেঞ্জেনা
sangshodhangulo,সংশোধনগুলো
shinest,শাইনেস্ট
barnanabahul,বর্ণনাবহুল
hemendralal,হেমেন্দ্রলাল
bolchele,বলছেলে
oniruddhosoho,অনিরুদ্ধসহ
bmms,বিএমএমএস
juktihinbhabe,যুক্তিহীনভাবে
dhabongshostuper,ধবংসস্তূপের
michhilkarir,মিছিলকারীর
jogajogtuku,যোগাযোগটুকু
simantapalli,সীমান্তপল্লী
barba,বারবা
madinavittik,মদিনাভিত্তিক
chandrahangser,চন্দ্রহংসের
jounojibonero,যৌনজীবনেরও
laikprapto,লাইকপ্রাপ্ত
dhararkar,ধারারকরের
bishwobidyaleyer,বিশ্ববিদ্যালেয়ের
khafji,খাফজি
preston,প্রিস্টন
eirume,এইরুমে
libyatei,লিবিয়াতেই
ordhohojomojukto,অর্ধহজমযুক্ত
comforter,কমফর্টের
khoei,খেয়ি
nistelrui,নিস্তেলরুই
ostittohinbhabe,অস্তিত্বহীনভাবে
nuruddin,নূরুদ্দীন
baishistya,বৈশিষ্ট্য
gangtir,গ্যাংটির
shilpobirodhi,শিল্পবিরোধী
jhinukpitha,ঝিনুকপিঠা
eghotonai,এঘটনাই
prantikayito,প্রান্তিকায়িত
ultotao,উলটোটাও
hupter,হাপ্টার
kewala,কেওয়ালা
dopaminer,ডোপামাইনের
oporibortir,অপরিবর্তির
dietl,ডায়েটল
swamoithun,স্বমৈথুন
cheetrogoolo,চিত্রগুলো
drishtogochor,দৃষ্টগোচর
pantheon,প্যানথিয়ন
boyezra,বয়েজরা
pachbagh,পাচবাগ
projonmerbistarito,প্রজন্মেরবিস্তারিত
chalchalon,চালচালন
paritoshok,পারিতোষক
tripano,ত্রিপানো
kinei,কিনেই
ratibhabja,রতিভাবজা
kemato,কেমাতো
kamalkote,কমলকোট
semenzer,সেমেনজার
pinarayi,পিনায়ারি
bakilam,বকিলাম
bhadrakanyader,ভদ্রকন্যাদের
baruch,বারুক
murugir,মুরুগির
sakkhato,সাক্ষাত
banipur,বানীপুর
charkholer,চারখোলের
machhranga,মাছরাঙা
itihasbidito,ইতিহাসবিদিত
sugopyo,সুগোপ্য
sourabhare,সৌরভরে
esraje,এসরাজে
manushyalingam,মনুষ্যলিঙ্গম্
nirdoshonke,নির্দশনকে
lokchur,লোকচুর
ctte,সিটিতে
railford,রেলফোর্ড
ghasfuleder,ঘাসফুলেদের
deobhogbasir,দেওভোগবাসীর
accountamps,অ্যাকাউন্টেম্পস
kriketlikhiye,ক্রিকেটলিখিয়ে
cantincormi,ক্যান্টিনকর্মী
toilikpader,তৈলিকপাদের
deshij,দেশীজ
nalsora,নালসোরা
boneir,বনেইর
bakeri,বাকেরি
trumke,ট্রামকে
gardgulo,গার্ডগুলো
sharikanar,শরিকানার
steek,স্টিক
fitcher,ফিচার
vitiotite,ভিটিওটিতে
nataharibabur,ন্যাটাহারিবাবুর
ts,টিএস
uchcholotar,উচ্ছলতার
nikatatmiyarao,নিকটাত্মীয়রাও
hunera,হুনেরা
shobdero,শব্দেরও
fallen,ফলেন
swadeshirai,স্বদেশিরাই
shilotar,শীলতার
bookerest,বুকারেস্ট
katamundu,কাটামুণ্ডু
nathonike,নাথনিকে
strau,স্ট্রাউ
golakpatir,গোলকপতির
sporte,স্পোর্টে
utpadokota,উৎপাদকতা
prap,প্রাপ
obeid,ওবাইদ
poribeshchorchai,পরিবেশচর্চায়
saptahoguloy,সপ্তাহগুলোয়
chamdawala,চামড়াওয়ালা
bhasabhongi,ভাষাভঙ্গি
sheishonge,সেইসঙ্গে
chakraratne,চক্ররত্নে
hajiganje,হাজিগঞ্জে
broadyr,ব্রডির
hessom,হেসম
peshashongshlishto,পেশাসংশ্লিষ্ট
somadhikkhetrokei,সমাধিক্ষেত্রকেই
pobitriptir,পবিতৃপ্তির
othanamar,ওঠানামার
balain,বালাইন
rudaper,রুদাপের
ghosera,ঘোষেরা
charitreti,চরিত্রেটি
udeni,উদেনি
khaidem,খাইদেম
dandati,ডান্ডাটি
abbare,আব্বারে
partitei,পার্টিতেই
punodorpotrosongkranto,পুনঃদরপত্রসংক্রান্ত
phailar,ফাইলের
hegmaner,হেগমানের
porishka,পরিষ্কা
tantreshware,তন্ত্রেশ্বরে
bhradimir,ভ্রাদিমির
shantashram,শান্তাশ্রম
shamol,শ্যামল
lakkhadwipe,লক্ষদ্বীপে
essent,এসেন্ট
dhanka,ধানকা
paharadarsaha,পাহারাদারসহ
bastubidyagato,বাস্তুবিদ্যাগত
nimeshadi,নিমেষাদি
pilargulor,পিলারগুলোর
sekhaot,সেখাওত
hirobumi,হিরোবুমি
shayera,শায়েরা
borsa,বর্শা
pipolmandite,পিপলমান্ডিতে
gorbhabosthagorvodharon,গর্ভাবস্থাগর্ভধারণ
saabe,সাবে
hindudhormobhukto,হিন্দুধর্মভুক্ত
shilpodushone,শিল্পদূষণে
miadand,মিয়াদাঁদ
inactive,ইনঅ্যাকটিভ
beos,বিইওএস
batte,বাট্টে
karaneshahid,কারণেশহীদ
beron,বেরন
preysler,প্রাইস্লার
rajaswakhat,রাজস্বখাত
ratnabharan,রত্নাভরণ
monetorgulote,মনিটরগুলোতে
highliter,হাইলাইটারের
manushyaprajatir,মনুষ্যপ্রজাতির
protijogitai,প্রতিযোগীতাই
shyamabsurachak,শ্যামবসুরচক
bicholotake,বিচলতাকে
firchilo,ফিরছিলো
medhatithi,মেধাতিথি
emelder,ইমেল্ডার
probuddher,প্রবুদ্ধের
solovyov,সলোভিওভ
sezopisima,সেজোপিসিমা
banded,ব্যাণ্ডেড
ganku,গাঙ্কু
nisheker,নিষেকের
sangitsrashtake,সংগীতস্রষ্টাকে
moblin,মবলিন
uponyasgulok,উপন্যাসগুলোক
sangeetake,সংগীতাকে
scholarshipke,স্কলারশিপকে
chizara,চিজারা
chepani,চেপানী
instrumentguly,ইনস্ট্রুমেন্টগুলি
ddhuse,ঢুসে
podokbonchito,পদকবঞ্চিত
oindrilasoho,ঐন্দ্রিলাসহ
moisturize,ময়শ্চারাইজ
angusthabhyang,অঙ্গুষ্ঠাভ্যাং
phular,ফুলার
shih,শী
brandor,ব্র্যান্ডর
dutokabber,দূতকাব্যের
philameenta,ফিলামেন্ট
torunir,তরুনির
esvidivi,এসভিডিভি
minori,মিনরি
pourosobhaguloke,পৌরসভাগুলোকে
srijitero,সৃজিতেরও
haramani,হারামনি
ingan,ইনগান
jelashaskarai,জেলাশাসকরাই
sojhe,সোঝে
arbitrary,আরবিট্রেরি
paromanobik,পারমাণবিক
instuctor,ইন্সটাকটর
mounmukh,মৌনমুখ
bernardin,বের্নার্দ্যাঁ
thila,থিলা
noteban,নোটব্যান
gurgram,গুরগ্রাম
girraj,গিররাজ
metropoliseo,মেট্রোপলিসেও
franke,ফ্রাঙ্কি
harbhajan,হারভাজন
overseer,ওভারসিয়ার
panchbagsaho,পাঁচবাগসহ
gyanloke,জ্ঞানলোকে
puroputi,পুরোপুটি
dalorto,ডালোর্টো
bihongodrishtite,বিহঙ্গদৃষ্টিতে
prodorshonite,প্রদর্শনিতে
jayitri,জয়িত্রী
saiprus,সাইপ্রাস
chudogulor,চুড়োগুলোর
proceedingsgulo,প্রসিডিংসগুলো
amerikaprabasi,আমেরিকাপ্রবাসী
gibelio,গিবেলিও
kattus,কাট্টুস
gunendrake,গুণেন্দ্রকে
uponirbachoner,উপনির্বাচনের
trujilloke,ত্রুজিল্লোকে
alirtek,আলীরটেক
kaifiyat,কৈফিয়ত
bojhatake,বোঝাটাকে
jechipi,জেচিপি
atinimna,অতিনিম্ন
jergulo,জেরগুলো
meshaner,মেশানের
adrishtao,অদৃষ্টও
bhagnepatni,ভাগনেপত্নী
brahmabidra,ব্রহ্মবিদরা
acharangulikei,আচরণগুলিকেই
spondomane,স্পন্দমানে
nutner,নাটনার
osahajjo,ওসাহায্য
valaser,ভালাসের
diyeprabahita,দিয়েপ্রবাহিত
akilov,আকিলভ
kafiristhaner,কাফিরিস্থানের
dakadakio,ডাকাডাকিও
copra,কোপরা
manonayanpratra,মনোনয়নপ্রত্র
lovelihood,লাভলিহুড
badyaninad,বাদ্যনিনাদ
suzok,সুযোক
mahatufan,মহাতুফান
afifa,আফিয়া
bhagkaran,ভাগকরণ
nittaantooi,নিতান্তই
manchesterke,ম্যাঞ্চেস্টারকে
namtite,নামটিতে
orahmatullah,ওরাহমাতুল্লা
visata,ভিসাটা
shiffon,শিফন
stanby,স্ট্যানবাই
lognei,লগ্নেই
kuditei,কুড়িতেই
hybridization,হাইব্রিডাইজেশন
charampanthike,চরমপন্থীকে
shromi,শ্রমি
astrabazar,অস্ত্রবাজার
miracles,মিরাকলস
maritaima,মেরিটাইম
furnish,ফার্নিশ
novice,নোভাইস
jaime,জাইমে
