chainij,चाइनिज
inglyanda,इंग्ल्यान्ड
yorkmay,योर्कमे
nabolne,नबोल्ने
jharnee,झरनी
kanhaidyaji,कन्हैदयाजी
nirnaysan,निर्णयसँ
karaebalame,करएबलामे
naharme,नाहरमे
photocopy,फोटोकॉपी
ataariyon,अटारियों
hridaynandanan,हृदयनन्दनन
besikal,बेसीकाल
asardh,असर्ध
vanparv,वनपर्व
kahaliyanimuda,कहलियनिमुदा
surmey,सुरमे
aapravashee,आप्रवाशी
yauvnaak,यौवनाक
habrat,हबरत
vimaanm,विमानम
tesare,तेसरे
janchbaabay,जंचबाबय
pratishnan,प्रतिष्णान
prishthaposhan,पृष्ठपोषण
aadmike,आदमीकें
paoudhasabh,पौधासभ
msina,मसिना
ayukt,अयुक्त
kushagrabuddhik,कुशाग्रबुद्धिक
astrology,एस्ट्रोलोजी
garbai,गड़बै
mohalani,मोहलनि
rajshahi,राजशाही
bhojken,भोजकेँ
srilankak,श्रीलंकाक
roopnathau,रूपनाथौ
bibeesik,बिबिसीक
neje,नेजे
jhainp,झैंप
laaren,लारेन
baboojagjeevan,बाबूजगजीवन
ujhlalak,उझललक
manikrishnalah,मणिकृष्णलः
sutiyo,सुतियो
sudhiyo,सुधियो
syagwel,स्याग्वेल
pejaar,पेजार
jbick,जेबीक
majmaujee,मजमौजी
ardhchandravansan,अर्धचन्द्रवाणसँ
buddhnagra,बुद्धनगरा
bhijlai,भिजलै
lakhveek,लखवीक
sookaura,सुकौरा
brajdham,ब्रजधाम
apsarasabhk,अप्सरासभक
sanskritmadhyamenaiv,संस्कृतमाध्यमेनैव
bhetatei,भेटतै
maharashtrime,महाराष्ट्रीमे
nirnayakak,निर्णायकक
sooryakarah,सूर्यकरः
sakarath,सकारथ
angrejeeme,अङ्ग्रेजीमे
dohrelasan,दोहरेलासँ
darta,दर्ता
netajiken,नेताजीकेँ
bahnhof,बाह्नहोफ
susheele,सुशीले
pahinainh,पहिनहिं
raajkumariyon,राजकुमारियों
hoywak,होयवाक
aajanahit,आजनहित
agyank,अज्ञानक
bismaah,बिस्माह
bhinnah,भिन्नः
ghumal,घुमल
jeeveshwasharah,जीवेश्वशरः
chhoreek,छोड़ीक
bahjaoge,बहजाओगे
chure,चुरे
rachnaprakriya,रचनाप्रक्रिया
nirdoshak,निर्दोषक
buluk,बुलुक
priyabhakt,प्रियभक्त
jagito,जगितो
havishyaken,हविष्यकें
khichelahun,खिचेलहुँ
gutheek,गुठीक
navnirmanme,नवनिर्माणमे
majhale,मझले
rothe,रोथे
matrigram,मातृग्राम
bhojanu,भोजनु
bhayko,भएको
rajyamargsan,राजमार्गसँ
lyani,ल्यानी
khojbame,खोजबामे
supremahi,सुप्रेमहि
getaonay,जितौने
balahi,बलहि
maharajghiraj,महाराजघिराज
carobarke,कारोबारके
yatrruk,यात्रुक
chunavai,चुनावै
bradlee,ब्राडली
tokareeme,टोकरीमे
simtanaa,सिमटना
sakalwasna,सकलवासना
bahuarva,बहुअर्वा
dhavanmarga,धावनमार्ग
pakhedu,पखेड़ू
ghaselasan,घसेलासँ
gajetak,गजेटक
kathmandouk,काठमाण्डौक
instichyut,इन्स्टीच्युट
nirdharite,निर्धारिते
dhange,ढंगे
shringaree,श्रृङ्गारी
yugasrashta,युगस्रष्टा
shanishchari,शनिश्चरी
pulist,पुलिस्त
viranchi,विरञ्ची
suruvatkarta,सुरुवातकर्ता
machbaywala,मचबयवला
chhoyer,छोएर
vakroktik,वक्रोक्तिक
chaurachanah,चौरचनः
moosi,मूसी
panauteeme,पनौतीमे
reeto,रीतो
mulppurm,मलप्पुऱम्
janelahun,जनेलहुँ
levat,लेवत
chaukathime,चौकठिमे
anuchar,अनुचर
hoyebala,होएबाला
pyarodee,प्यारोडी
kasal,कसल
aurangjebak,औरंगजेबक
wahla,वहला
setiyaa,सेतिया
prikshit,परिक्षित
jamdah,जमदह
mahimashali,महिमाशाली
dhavmanashch,धावमानाश्च
sankhyaean,संख्याएँ
khoobsurat,खूबसुरत
prantsabhamae,प्रान्तसभमे
upajyo,उपज्यो
kaancho,काँचो
mankikaran,मानकीकरण
pachmasan,पचमासँ
uchhalbak,उछालबाक
mahabhuskol,महाभूस्कोल
upsanhaarsan,उपसंहारसँ
sthalsabhame,स्थलसभमे
captaain,कैप्टन
satrahum,सत्रहम
kathghara,कठघरा
siyaarin,सियारिन
nityaayanandar,नित्यायनन्दर
dhebee,धेबी
prabandhakiya,प्रबंधकीय
rekhasam,रेखासँ
padagel,पडागेल
tadgrihan,तद्गृहं
bornmouth,बोर्नमाउथ
prajaatantrame,प्रजातंत्रमे
kaanragithi,काँरागिठी
mohinyai,मोहिन्यै
saunpoo,सौंपू
kisimkay,किसिमके
aavishkarakken,आविष्कारककेँ
gadahgiri,गदहगिरी
fulbarime,फुलबारीमे
hovoge,होवोगे
dhanvantarik,धन्वन्तरिक
machhliyan,मछलियां
nihkshep,निःक्षेप
fertiliserak,फर्टीलाइजरक
vividhtasabhuk,विविधतासभक
muktakashme,मुक्ताकाशमे
chhorat,छोड़त
pradattasti,प्रदत्तास्ति
libh,लिभ
dekar,डेकर
pahchante,पहचानते
ptest,प्टेस्ट
logsabhduara,लोगसभद्वारा
usrag,उसरग
bajjan,बज्जन
vishwasnath,विश्वसनाथ
vaiyaa,वैया
mnbhavan,मनभावन
bujhika,बुझिकऽ
samacharsabh,समाचारसभ
cholwanshiya,चोलवंशीय
ferke,फेरके
kalasabh,कलासभ
antoine,एन्टोनी
aakahi,आकहि
janadhanatva,जनधनत्व
abhilekhsabhme,अभिलेखसभमे
rajeshwayar,राजेश्वयर
graminee,ग्रामिणी
rahiten,रहितें
mohatsib,मोहतसिब
modlingsan,मोडलिङसँ
vakyasan,वाक्यसँ
sdf,एसडीएफ
oriaun,ओरिऔन
arjunken,अर्जुनकें
ghorebak,घोरेबाक
karilehav,करिलेहव
robotiksdwara,रोबोटिक्सद्वारा
aawaske,आवासके
gajendrap,गजेन्द्रप
shaharach,शहरच
paiyun,पैयूं
antarmanak,अंतर्मनक
pathibhraa,पाथिभरा
skot,सकोट
biraadareek,बिरादरीक
chaaleesa,चालीसा
sambandhan,संबन्धन
bhotu,भोटु
vibhusanak,विभूषणक
moolyasabhke,मूल्यसभके
dakooken,डाकूकेँ
sanskriteta,संस्कृतेटा
poojait,पूजैत
bhogendrash,भोगेन्द्रश
manukhtaak,मनुखताक
vyakrnyukt,व्याकरणयुक्त
brajmohanthakur,ब्रजमोहनठाकुर
anumol,अनुमोल
bahinisan,बहिनिसँ
prachaarprasar,प्रचारप्रसार
netritvaheen,नेतृत्वहीन
vairginiyame,वैरगिनियामे
suso,सुसो
bachanbaddh,बचनबद्ध
bhaskur,भास्कुर
gautamak,गौतमक
uchaeek,उचाईक
surkhiyan,सुर्खियां
talavaan,तालावाङ
chirshantik,चिरशान्तिक
sanyaak,सन्याक
baabariyon,बाबड़ियों
aakrishtchitt,आकृष्टचित्त
satyon,सत्यों
birta,बिरता
hoyyau,होय्यौ
santanotpadana,सन्तानोत्पादन
gapesap,गपेसप
sudhakhanden,सुधाखण्डेन
aishiyame,एशियामे
tinpahla,तिनपहला
traasadeekaarasean,त्रासदीकारसँ
paharekhi,पहाडेखि
manaivalaa,मानैवला
karju,कर्जु
larwaa,लार्वा
usrat,उसरत
bheedal,भीडल
chintmani,चिन्तमणि
ramkathak,रामकथाक
swachitrit,स्वचित्रित
janavareek,जनवरीक
swanim,स्वनिम
niyamaharu,नियमहरू
tejse,तेजसे
pragjyotispura,प्रागज्योतिसपुरा
muddame,मुद्दामे
sanatanji,सनातनजी
jonstandwara,जोन्स्टनद्वारा
barbareeyat,बर्बरीयत
vichaarabalaa,विचारबला
compoundarak,कम्पाउण्डरक
trening,ट्रेनिङ्ग
harenay,हरेनाए
grikham,ग्रीखम
hiliye,हिलिए
hemchandak,हेमचन्दक
akashiya,अकाशीय
pyarke,प्यारके
bantalahun,बँटलहुँ
hindiyayal,हिन्दियायल
mahavidyalme,महाविद्यालमे
subaddh,सुबद्ध
chikak,चिकक
anyatraapi,अन्यत्रापि
khaeln,खेल्न
peesak,पीसक
antyeshtee,अन्त्येष्टी
sangramsan,संग्रामसँ
sansariyon,संसारियों
sarooj,सरूज
dartaako,दर्ताको
nikalay,निकलय
kathalekhan,कथालेखन
sthanantik,स्थानांतिक
pahilehi,पहिलेहि
bhramjanit,भ्रमजनित
janshakti,जनशक्ति
karyapaleekak,कार्यपालिकाक
eksapart,एक्सपर्ट
asteetwa,अस्तीत्व
haebae,हेबए
khonsee,खोंसि
koronake,कोरोनाके
jatbay,जतबय
tyagah,त्यागः
sirhabajarme,सिरहाबजारमे
sunaav,सुनाव
chhanhse,छाँहसे
madheshbadi,मधेशबादी
durbhikshasya,दुर्भिक्षस्य
saitpar,साइटपर
najdeekahee,नजदीकही
antarrashtriyame,अन्तर्राष्ट्रियमे
pahunchalaun,पहुँचलौं
pypar,पीपर
sambhavnaken,सम्भावनाकेँ
deeneshak,दिनेशक
gantantrak,गणतंत्रक
aegreegaetar,एग्रीगेटर
baisare,बैसारे
nosenaak,नौसेनाक
maudansabhaka,माँडणसभक
puraree,पुरारी
vrishabhker,वृषभकेर
gopaeshjee,गोपेशजी
koshahari,कोशहरी
nahaa,नहा
chhachhadbaaeb,छछड़बाएब
uppari,उप्परि
johaneswargme,जोहानेसवर्गमे
gaveshnotsuk,गवेषणोत्सुक
phonebuk,फोनबुक
mutiyaare,मुटियारे
missionbala,मिशनबला
aristotal,एरिस्टोटल
khuldullee,खुलदुल्ली
achhatiya,अछतिया
