natiji,ਨਤੀਜੀ
fibroadenoma,ਫਾਈਬ੍ਰੋਏਡੀਨੋਮਾ
anmulli,ਅਨਮੁੱਲੀ
durnabah,ਦੁਰਨਬਾਹ
fawde,ਫਾਵੜੇ
electrolytes,ਇਲੇਕਟ੍ਰੋਲਾਈਟਸ
overfill,ਓਵਰਫਿਲ
granthmala,ਗ੍ਰੰਥਮਾਲਾ
lomra,ਲੋਮਰਾ
sakkangiaan,ਸੱਕਣਗੀਆਂ
scneider,ਸਨੀਡਰ
danewalia,ਦਾਨੇਵਾਲਿਆ
gahilmajari,ਗਹਿਲਮਜਾਰੀ
munhu,ਮੁੰਹੂ
kamalpuriye,ਕਮਾਲਪੁਰੀਏ
tramadol,ਟਰਾਮਾਡੋਲ
rajsasansi,ਰਾਜਸਾਸਾਂਸੀ
bidings,ਬਾਇਡਿੰਗਸ
ekmanur,ਏਕਮਨੂਰ
anubhavap,ਅਨੁਭਵਪ
sukures,ਸੁਕੁਰੇਸ
parchar,ਪਰਚਾਰ
bharamcharini,ਭਰਮਚਾਰੀਨੀ
khilhriaa,ਖਿਲ੍ਹਰਿਆ
chatree,ਛਤਰੀ
aandiyan,ਆਂਦਿਆਂ
likhatan,ਲਿਖ਼ਤਾਂ
strikers,ਸਟ੍ਰਾਈਕਰਸ
dohar,ਦੋਹਰ
churao,ਚੁਰਾਓ
suvyavasithat,ਸੁਵਯਵਸਿਥਤ
gursehzad,ਗੁਰਸਹਿਜ਼ਾਦ
karlaiaa,ਕਰਲਾਇਆ
tinken,ਟਿੰਕਨ
marori,ਮਰੋਰੀ
babagiri,ਬਾਬਾਗਿਰੀ
badaldiaan,ਬਦਲਦੀਆਂ
hisedaar,ਹਿਸੇਦਾਰ
spiderweb,ਸਪਾਈਡਰਵੈੱਬ
shoshkaran,ਸ਼ੋਸ਼ਕਰਾਂ
wesp,ਵੈਸਪ
hectrayer,ਹੈਕਟਰੇਅਰ
suati,ਸੁਆਤੀ
olil,ਓਲੀਲ
sukhega,ਸੁੱਖੇਗਾ
sufinagar,ਸੂਫੀਨਗਰ
utawalia,ਉਤਾਵਲੀਆ
walford,ਵਾਲਫੋਰਡ
cadcraft,ਕੈਡਕਰਾਫ਼ਟ
pensilve,ਪੈਨਸਿਲਵੇ
goonghe,ਗੂੰਘੇ
harjat,ਹਰਜਾਤ
headrests,ਹੈਡਰੇਸਟਸ
chillee,ਚਿੱਲੀ
amantullah,ਅਮਨਤੁੱਲਾ
goffin,ਗੋਫਿਨ
neq,ਨੇਕ
mahadeo,ਮਹਾਦੇਵ
barbarnala,ਬਰਬਰਨਾਲਾ
manjhwala,ਮੰਝਵਾਲਾ
lebradori,ਲੇਬਰਾਡੋਰੀ
karandiaan,ਕਰਾਂਦਿਆਂ
trxra,ਟੀਆਰਐਕਸਆਰਏ
shishar,ਸ਼ਿਸ਼ਾਰ
assistend,ਅਸਿਸਟੇਂਡ
ghantalan,ਘੰਟਾਲਾਂ
vadmule,ਵਡਮੁਲੇ
soundtracks,ਸਾਊਂਡਟ੍ਰੈਕਜ਼
hsitory,ਹਿਸਟਰੀ
tarotaji,ਤਰੋਤਾਜੀ
gardnern,ਗਾਰਡਨਰਨ
handran,ਹੈਂਡਰਾਂ
surdeep,ਸੁਰਦੀਪ
pindentation,ਪਿੰਡੇਨਟੇਸ਼ਨ
mack,ਮੈਕ
manojpuri,ਮਨੋਜਪੁਰੀ
bongaon,ਬੋਂਗਾਉਂ
prohitan,ਪ੍ਰੋਹਿਤਾਂ
abuja,ਅਬੂਜਾ
primark,ਪ੍ਰਾਈਮਾਰਕ
anushangi,ਅਨੁਸ਼ੰਗੀ
gurmariada,ਗੁਰਮਰਿਆਦਾ
radiance,ਰੇਡੀਐਂਸ
grogan,ਗ੍ਰੋਗਨ
khubsurati,ਖੁਬਸੂਰਤੀ
triki,ਤ੍ਰਿਕੀ
radeka,ਰਾਦੇਕਾ
fullta,ਫੁੱਲਤਾ
intelligenceriportan,ਇੰਟੈਲੀਜੈਂਸਰਿਪੋਰਟਾਂ
pallat,ਪੱਲਤ
cropscience,ਕਰਾਪਸਾਇੰਸ
charlesaugustin,ਚਾਰਲਸਅਗਸਤਿਨ
karige,ਕਰੀਗੇ
uddamian,ਉੱਦਮੀਆਂ
tamped,ਟੈਂਪਡ
rishiyan,ਰਿਸ਼ੀਆਂ
toer,ਟੋਅਰ
alphabetical,ਅਲਫਾਬੈਟੀਕਲ
vibes,ਵਾਈਬਸ
mmp,ਐਮਐਮਪੀ
thrappy,ਥ੍ਰੈਪੀ
javek,ਜਾਵੇਕ
sabhawan,ਸਭਾਵਾਂ
matabuana,ਮਾਤਾਬੁਆਨਾ
missa,ਮਿਸਾ
settings,ਸੈਟਿੰਗਜ਼
cardiotography,ਕਾਰਡੀਓਟੋਗ੍ਰਾਫੀ
navaran,ਨਵਾਰਨ
neuroradiology,ਨਿਊਰੋਰੇਡਿਓਲੋਜੀ
mahilanaldurvihar,ਮਹਿਲਾਨਾਲਦੁਰਵਿਹਾਰ
ghabhra,ਘਭਰਾ
volunteer,ਵੋਲੰਟੀਅਰ
yadarath,ਯਦਾਰਥ
aakaarz,ਆਕਾਰਜ਼
khajure,ਖਜੂਰੇ
pynursla,ਪਿਯਨੁਰਸਲਾ
vikendrikrit,ਵਿਕੇਂਦਰੀਕ੍ਰਿਤ
piedt,ਪੀਡਟ
rakhnneeaan,ਰੱਖਣੀਆਂ
vasilis,ਵਾਸਿਲਿਸ
kamaladevi,ਕਮਲਾਦੇਵੀ
bioraphy,ਬਾਇਓਰਾਫੀ
asunta,ਅਸੁੰਥਾ
opiate,ਓਪੀਏਟ
kakasahib,ਕਾਕਾਸਾਹਿਬ
fuluala,ਫੁਲੂਆਲਾ
trankville,ਟ੍ਰਾਂਕਵਿਲੇ
transmit,ਟ੍ਰਾਂਸਮਿਟ
faggli,ਫੱਗਲੀ
mirle,ਮਿਰਲੇ
mansukhani,ਮਨਸੁਖਾਨੀ
jivandati,ਜੀਵਨਦਾਤੀ
drashakan,ਦ੍ਰਸ਼ਕਾਂ
rudiwala,ਰੁੜੀਵਾਲਾ
jatala,ਜਤਾਲਾ
sleemser,ਸਲੀਮਸਰ
gutaran,ਗੁਟਾਰਾਂ
matsuyama,ਮਾਤਸੁਆਮਾ
repac,ਰੀਪੈਕ
rohds,ਰੋਹਡਸ
lilence,ਲਾਇਲੈਂਸ
khautli,ਖੌਟਲੀ
mcmadden,ਮੈਕਮੈਡੇਨ
shauchalaya,ਸ਼ੌਚਾਲਿਆ
mifperstone,ਮਿਫਪ੍ਰਸਟੋਨ
shafika,ਸ਼ਫੀਕਾ
sukhpalvir,ਸੁਖਪਾਲਵੀਰ
chattiaa,ਚੱਟਿਆ
varepahila,ਵਾਰੇਪਹਿਲਾ
severothy,ਸੇਵੇਰੋਥੀ
shihri,ਸ਼ਿਹਰੀ
shihar,ਸ਼ਿਹਰ
chimbarh,ਚਿੰਬੜ
gamur,ਗਾਮੁਰ
aprit,ਅਪ੍ਰਿਤ
sigan,ਸਿਗਨ
bharatvarsha,ਭਾਰਤਵਰਸ਼
yohannes,ਯੋਹਾਨਸ
sudrushka,ਸੁਦਰੁਸ਼ਕਾ
matiaan,ਮਟੀਆਂ
kalaiaan,ਕਲਾਈਆਂ
kemdin,ਕੇਮਦੀਨ
pradyumn,ਪ੍ਰਦੁਮਨ
nasiria,ਨਸੀਰੀਆ
demperth,ਡੈਂਪਰਥ
kaahada,ਕਾਹਦਾ
tamta,ਟਾਮਟਾ
balakh,ਬਲਖ
naseemuddin,ਨਸੀਮੁਦੀਨ
sumatriaan,ਸੁਮੱਤਰੀਆਂ
madhapradesh,ਮੱਧਪ੍ਰਦੇਸ਼
khang,ਖੰਗ
ootam,ਊਤਮ
gastropod,ਗੈਸਟ੍ਰੋਪੌਡ
piers,ਪਾਇਰਸ
pinah,ਪਿਨਾਹ
upflustity,ਅਪਫਲਸਟਿਟੀ
manbirti,ਮਨਬਿਰਤੀ
pelosi,ਪੈਲੋਸੀ
sabanghi,ਸਬੰਘੀ
nischil,ਨਿਸਚਿਲ
outpost,ਆਉਟਪੋਸਟ
cranes,ਕਰੇਨਜ਼
pistal,ਪਿਸਤੌਲ
instructan,ਇੰਸਟਰਕਟਾਂ
nihalani,ਨਿਹਲਾਨੀ
likisht,ਲਿਕਿਸ਼ਟ
arselen,ਆਰਸਲੇਨ
tauhik,ਤੌਹੀਕ
nandganj,ਨੰਦਗੰਜ
gaziani,ਗਾਜ਼ਿਆਨੀ
employet,ਐਂਪਲਾਇਟ
protest,ਪਰੋਟੈਸਟ
ulahma,ਉਲਾਹਮਾ
quddusi,ਕੁਦੂਸੀ
incomic,ਇਨਕਾਮਿਕ
palledari,ਪੱਲੇਦਾਰੀ
nischetan,ਨਿਸਚੇਤਨ
deepawali,ਦੀਪਾਵਲੀ
boostan,ਬੂਸਟਨ
brandivin,ਬ੍ਰਾਂਡੀਵਿਨ
hamdardana,ਹਮਦਰਦਾਨਾ
jhakhadwale,ਝੱਖੜਵਾਲੇ
binjalpur,ਬਿੰਜਲਪੁਰ
aaieene,ਆਈਨੇ
damagi,ਦਮਾਗੀ
chb,ਸੀਐੱਚਬੀ
harsey,ਹਾਰਸੇ
yobe,ਯੋਬੇ
thahik,ਠਹਿਕ
shirakami,ਸ਼ੀਰਾਕਾਮੀ
safira,ਸਫੀਰਾ
nurul,ਨੂਰਲ
nalni,ਨਲਨੀ
suhaniaan,ਸੁਹਾਣੀਆਂ
ekbijani,ਇਕਬਿਜਨੀ
betancourt,ਬੇਟਨਕੋਰਟ
metaphasis,ਮੈਟਾਫਾਸਿਸ
kusuto,ਕੁਸੂਟੋ
gouripur,ਗੌਰੀਪੁਰ
dutee,ਦੁਤੀ
aritium,ਐਰੀਟੀਅਮ
nirangshu,ਨਿਰਾਂਗਸ਼ੁ
dulba,ਦੁਲਬਾ
paitrik,ਪੈਤਰਿਕ
avanhvdhu,ਅਵਾਂਹਵਧੂ
jabri,ਜਬਰੀ
saukhara,ਸੌਖਾਰਾ
bhunnaiaa,ਭੁੰਨਾਇਆ
pichokad,ਪਿਛੋਕੜ
nozomi,ਨਾਜੋਮੀ
kharidey,ਖਰੀਦੇ
swedler,ਸਵੀਡਲਰ
nole,ਨੋਲੇ
youngblad,ਯੰਗਬਲਾਡ
fattniaan,ਫੱਟਣੀਆਂ
heliotherapy,ਹੈਲੀਓਥੈਰੇਪੀ
foroz,ਫੋਰੋਜ਼
prasangikta,ਪ੍ਰਸੰਗਿਕਤਾ
receptable,ਰੀਸੈਪਟੇਬਲ
handphone,ਹੈਂਡਫੋਨ
vigent,ਵਾਈਜੈਂਟ
anusab,ਅਨੁਸਾਬ
dobbling,ਡੋਬਲਿੰਗ
puliwala,ਪੁਲੀਵਾਲਾ
haruna,ਹਰੁਨਾ
venchuk,ਵੇਂਚੁਕ
pengan,ਪੇਂਗਨ
baltor,ਬਾਲਟੋਰ
lokyanik,ਲੋਕਯਾਨਿਕ
hatchback,ਹੈਚਬੈਕ
dupta,ਦੁਪਟਾ
naishtik,ਨੈਸ਼ਤਿਕ
gokaran,ਗੋਕਰਨ
kalwan,ਕਲਵਾਨ
laventy,ਲਾਵੈਂਟੀ
kaboos,ਕਾਬੂਸ
coordinatoran,ਕੌਆਰਡੀਨੇਟਰਾਂ
akhrach,ਅਖਰਚ
fibroin,ਫਾਈਬ੍ਰੋਇਨ
mcturity,ਮੈਕਚਰਟੀ
pavarak,ਪਵਾਰਕ
dolnan,ਡੋਲਣਾਂ
durad,ਦੁਰਦ
bachele,ਬਾਚੇਲੇ
kharot,ਖਰੋਟ
aparpal,ਅਪਰਪਾਲ
jived,ਜਿਵੇਦ
tushin,ਤੁਸ਼ੀਨ
mtr,ਐੱਮਟੀਆਰ
il,ਆਈਐਲ
sachje,ਸੱਚਜੇ
athaun,ਅਠਾਉਣ
baitt,ਬੈਟ
magnital,ਮੈਗਨੀਟਲ
theoretical,ਥਿਓਰੈਟਿਕਲ
denotified,ਡੀਨੋਟੀਫਾਈਡ
pege,ਪੇਗੇ
bhaicharik,ਭਾਈਚਾਰਿਕ
gandok,ਗੰਡੋਕ
gupaliaa,ਗੁਪਾਲਿਆ
arnachal,ਅਰਣਾਚਲ
kattru,ਕੱਟਰੂ
dandkathavan,ਦੰਦਕਥਾਵਾਂ
tacche,ਟੱਚੇ
swatanrta,ਸਵਤੰਰਤਾ
rogo,ਰੋਗੋ
ulthaon,ਉਲਥਾਉਣ
chuhadwali,ਚੁਹੜਵਾਲੀ
nakaratmik,ਨਾਕਾਰਾਤਮਿਕ
mundariaan,ਮੁੰਦਰੀਆਂ
mandotiaan,ਮੰਡੋਤੀਆਂ
yuichi,ਯੁਈਚੀ
liverwatan,ਲਿਵਰਵਾਟਾਂ
yamah,ਯਾਮਾਹ
registray,ਰਜਿਸਟ੍ਰੇ
dharamamik,ਧਾਰਮਮਿਕ
uttarkhand,ਉੱਤਰਖੰਡ
hukkiaan,ਹੁੱਕੀਆਂ
iambic,ਇਆਮਬਿਕ
pakshyasana,ਪਕਸ਼ਆਸਨ
lakhanjit,ਲੱਖਣਜੀਤ
dagsten,ਡੈਗਸਟੇਨ
clubfooth,ਕਲੱਬਫੁੱਥ
godzila,ਗੋਡਜ਼ਿਲਾ
travelin,ਟ੍ਰੈਵਲਿਨ
sapatpadi,ਸਪਤਪਦੀ
snp,ਐੱਸਐੱਨਪੀ
luku,ਲੁਕੂ
jamina,ਜਮੀਨਾ
dermatological,ਡਰਮਾਟੋਲੋਜੀਕਲ
snaipran,ਸਨੈਪਰਾਂ
baeklagran,ਬੈਕਲਾਗਰਾਂ
chananmunare,ਚਾਨਣਮੁਨਾਰੇ
nimratpreet,ਨਿਮਰਤਪ੍ਰੀਤ
wallace,ਵਾਲੇਸ
ozonation,ਓਜੋਨੇਸ਼ਨ
specs,ਸਪੇਕਸ
principally,ਪ੍ਰਿੰਸੀਪਲੀ
ilango,ਇਲੰਗੋ
inshan,ਇੰਸ਼ਾਂ
mayuskun,ਮਾਯੂਸਕੁਨ
scord,ਸਕੌਰਡ
athonol,ਐਥੋਨੋਲ
concessions,ਕਨਸੈਸ਼ਨਸ
gabban,ਗੱਬਣ
callaghan,ਕੈਲਾਘਨ
multivararka,ਮਲਟੀਵਰਾਰਕਾ
emmanuel,ਇਮਾਨੁਅਲ
laisansdhari,ਲਾਈਸੰਸਧਾਰੀ
ladiwal,ਲੜੀਵਾਲ
fistis,ਫਿਸਟਿਸ
malshiaan,ਮਲਸ਼ੀਆਂ
nazil,ਨਾਜ਼ਿਲ
mobilephone,ਮੋਬਾਇਲਫੋਨ
beeded,ਬੀਡਿਡ
dayananda,ਦਿਆਨੰਦ
faldesai,ਫਲਦੇਸਾਈ
prapanjan,ਪ੍ਰਪੰਜਨ
subhvrat,ਸੁਭਵ੍ਰਤ
compartment,ਕੰਪਾਰਟਮੇਂਟ
bewal,ਬੇਵਲ
jumaira,ਜੁਮੈਰਾ
sacosophone,ਸੈਕੋਸੋਫੋਨ
cosmetology,ਕਾਸਮੇਟੋਲੌਜੀ
bhandewal,ਭਾਂਡੇਵਾਲ
pramanat,ਪ੍ਰਮਾਣਤ
glatin,ਗਲਾਟਿਨ
vaddera,ਵੱਡੇਰਾ
mahanagra,ਮਹਾਨਗਰਾ
siyala,ਸਿਆਲਾ
yonikal,ਯੋਨੀਕਲ
anim,ਅਨਿਮ
baraitser,ਬੈਰੇਟਸਰ
izotov,ਇਜ਼ੋਤੋਵ
maumoon,ਮਾਮੂਨ
mahana,ਮਹਾਣਾ
dalipura,ਦਲੀਪੁਰਾ
naksaliaa,ਨਕਸਲੀਆ
dakshaba,ਦਕਸ਼ਬਾ
trailwar,ਟਰੈਲਵਰ
diachenko,ਦਿਆਚੇਂਕੋ
praloloko,ਪ੍ਰਲੋਲੋਕੋ
sanghor,ਸੰਘੋਰ
heinz,ਹੇਂਜ਼
floormat,ਫਲੋਰਮੈਟ
dynasoran,ਡਾਇਨਾਸੋਰਾਂ
loben,ਲੋਬੇਨ
mejiaa,ਮੇਜਿਆ
ghodeshahwan,ਘੋੜੇਸ਼ਾਹਵਾਨ
nahinsakdi,ਨਹੀਂਸਕਦੀ
asehjani,ਅਸਹਿਜਾਨੀ
osovo,ਓਸੋਵੋ
vaphadariyan,ਵਫ਼ਾਦਾਰੀਆਂ
guntar,ਗੁੰਤਰ
karske,ਕਰਸਕੇ
railiaa,ਰੈਲੀਆ
khialia,ਖਿਆਲੀਆ
khapane,ਖਪਾਨੇ
udyan,ਉਡਿਆਨ
dharmat,ਧਰਮਤ
ashthapadiaan,ਅਸ਼ਠਪਦੀਆਂ
sukhdeo,ਸੁਖਦੇਯੋ
gotanigo,ਗੋਤਾਨਿਗੋ
manities,ਮੈਨਿਟੀਜ਼
vigarhia,ਵਿਗੜਿਆ
abhinetariya,ਅਭਿਨੇਤਰੀਆ
tuhare,ਤੁਹਾਰੇ
avsheshan,ਅਵਸ਼ੇਸ਼ਾਂ
encandicent,ਇਨਕੈਂਡੀਸੈਂਟ
saldanaha,ਸਲਦਾਨਹਾ
vadra,ਵਡਰਾ
mansad,ਮੰਸਦ
filmsamazi,ਫ਼ਿਲਮਸਾਜ਼ੀ
hathiaarab,ਹਥਿਆਰਬ
videocon,ਵੀਡਓਕਾਨ
chakhar,ਝੱਖੜ
rifat,ਰਿਫਾਤ
cvd,ਸੀਵੀਡੀ
sock,ਸਾਕ
dograi,ਡੋਗਰਾਏ
jakdi,ਜਕਦੀ
sunaven,ਸੁਣਾਵੇਂ
prithivraj,ਪ੍ਰਿਥਵੀਰਾਜ
thelha,ਠੇਲ੍ਹਾ
watersed,ਵਾਟਰਸੈੱਡ
jeevande,ਜੀਵੰਦੇ
mahuvakar,ਮਹੁਵਾਕਰ
lodhari,ਲੋਧਾਰੀ
bhojpura,ਭੋਜਪੁਰਾ
birdloff,ਬਰਡਲਾਫ
kunhiraman,ਕਨਹੀਰਮਨ
contraceptive,ਕਾਂਟ੍ਰਾਸੈਪਟਿਵ
nangli,ਨੰਗਲੀ
coval,ਕੋਵਲ
sarthaki,ਸਾਰਥਕੀ
iham,ਇਹਸ
libness,ਲਿਬਨੇਸ
dakhnirup,ਦੱਖਣੀਰੂਪ
bootasingh,ਬੂਟਾਸਿੰਘ
zeelonen,ਜ਼ੀਲੋਨੇਨ
ruminigej,ਰੁਮਿਨਿਗੇਜ
yonisogosiz,ਯੋਨੀਸੋਗੋਸਿਜ਼
antimratpal,ਅੰਤਿਮ੍ਰਤਪਾਲ
dioxin,ਡਾਇਓਕਸਿਨ
doof,ਡੂਫ
pichleri,ਪਿਛਲੇਰੀ
abduss,ਅਬਦੁੱਸ
therapeutic,ਥੇਰਾਪਿਊਟਿਕ
karagarian,ਕਾਰਾਗਰੀਆਂ
erdan,ਅਰਡਨ
yoocrane,ਯੂਕਰੇਨ
vazov,ਵਾਜ਼ਵ
untartic,ਅਨਟਾਰਟਿਕ
aigp,ਏਆਈਜੀਪੀ
mathias,ਮਾਥਿਆਸ
pedigri,ਪੈਡੀਗ੍ਰੀ
navangaon,ਨਵਾਂਗਾਉਂ
ladahde,ਲੜ੍ਹਦੇ
volve,ਵੋਲਵੇ
ilts,ਆਈਐਲਟੀਐਸ
gunina,ਗੁਨੀਨਾ
maneki,ਮਨੇਕੀ
acverbif,ਐਕਵਰਬਿਫ
bakhshada,ਬਖਸ਼ਦਾ
dooltite,ਡੂਲਟਾਈਟ
dahraundiyan,ਦਹਰਾਉਂਦੀਆਂ
welshh,ਵੈਲਸ਼
inntaran,ਇੰਨਟਰਾਂ
kharidkaran,ਖਰੀਦਕਾਰਾਂ
kaputtran,ਕਪੁੱਤਰਾਂ
coltach,ਕੋਲਟਾਚ
kharchanan,ਖਰਚਣਾਂ
swivwal,ਸਵਿਵਵਾਲ
warhan,ਵਰ੍ਹਾਂ
stucksnet,ਸਟਕਸਨੈੱਟ
yooreshiaa,ਯੂਰੇਸ਼ੀਆ
weetur,ਵੇਟਰ
crpp,ਸੀਆਰਪੀਪੀ
winterline,ਵਿੰਟਰਲਾਈਨ
gedarska,ਗੇਦਰਸਕਾ
gural,ਗੁਰਾਲ
turengi,ਤੁਰੇਂਗੀ
baffe,ਬੱਫੇ
sakhra,ਸਖਰਾ
chapwaye,ਛਪਵਾਏ
anicopia,ਅਨੀਕੋਪੀਆ
nivazuddin,ਨਿਵਾਜ਼ੂਦੀਨ
euron,ਯੂਰੋਨ
alamata,ਅਲਾਮਤਾ
superavisor,ਸੁਪਰਾਵਾਈਜਰ
pddu,ਪੀਡੀਡੀਯੂ
shilk,ਸਿਲਕ
gracine,ਗ੍ਰੇਸਿਨ
bardins,ਬਾਰਡਿਨਸ
binnee,ਬਿੰਨੀ
durdshavan,ਦੁਰਦਸ਼ਾਵਾਂ
raddan,ਰੱਦਾਂ
nagirikan,ਨਾਗਿਰਿਕਾਂ
khilaudi,ਖਿਲਾਉਦੀ
gratuity,ਗ੍ਰੈਚੁਇਟੀ
skoda,ਸਕੌਡਾ
elford,ਐਲਫੋਰਡ
anio,ਐਨੀਓ
lakhuwali,ਲਖੁਵਾਲੀ
transformed,ਟ੍ਰਾਂਸਫੋਰਮਡ
masterpices,ਮਾਸਟਰਪਾਈਸਜ਼
sension,ਸੈਨਸ਼ਨ
ecumulatoran,ਇਕੂਮੂਲੇਟਰਾਂ
katega,ਕਟੇਗਾ
chajjliaan,ਛੱਜਲੀਆਂ
bnnhda,ਬੰਨ੍ਹਦਾ
sachiaariaa,ਸਚਿਆਰੀਆ
dockertney,ਡਾਕਰਟਨੀ
kauranga,ਕੌਰੰਗਾ
biaad,ਬਿਆਦ
helicaonia,ਹੈਲੀਕਾਓਨੀਆ
teamer,ਟੀਮਰ
communison,ਕਮਿਊਨਿਸਨ
nalmilde,ਨਾਲਮਿਲਦੇ
dammowal,ਦੱਮੋਵਾਲ
sidhiki,ਸਿਧੀਕੀ
beriz,ਬੇਰਿਜ਼
cheeti,ਚੀਤੀ
umarkaed,ਉਮਰਕੈਦ
maklawa,ਮਕਲਾਵਾ
nittar,ਨਿੱਤਰ
raskin,ਰਾਸਕਿਨ
gurukul,ਗੁਰੁਕੁਲ
medanta,ਮੇਦਾਨਤਾ
matwal,ਮਤਵਾਲ
parmi,ਪਰਮੀ
baskets,ਬਾਸਕਟਸ
guzan,ਗੁਜਾਂ
ringlet,ਰਿੰਗਲੇਟ
cummins,ਕਮਿੰਨਜ਼
murthali,ਮੁਰਥਲੀ
bugli,ਬੁਗਲੀ
kapvaiaa,ਕਪਵਾਇਆ
kathley,ਕੈਥਲੀ
takkue,ਟੱਕੂਏ
lappel,ਲੈਪਲ
kumiaan,ਕੁਮੀਆਂ
cheeking,ਚੀਕਿੰਗ
yojanbandh,ਯੋਜਨਬੰਧ
diudar,ਦਿਓਦਾਰ
flamoxin,ਫਲੈਮੋਕਸਿਨ
jamezroom,ਜੇਮਜ਼ਰੂਮ
jhutpute,ਝੁਟਪੁਟੇ
kachhu,ਕੱਛੂ
nuharat,ਨੁਹਾਰਤ
heyran,ਹੇਰਾਨ
sachar,ਸਚਾਰ
phylogenetic,ਫਾਈਲੋਜੀਨੇਟਿਕ
rotoa,ਰੋਟੋਆ
saraenaga,ਸਰਾਏਨਾਗਾ
inaritu,ਇਨਾਰਿਤੂ
sunghade,ਸੁੰਘੜੇ
dhovangi,ਧੋਵਾਂਗੀ
karvahat,ਕੜਵਾਹਟ
hydrometer,ਹਾਈਡਰੋਮੀਟਰ
pagtaundiyan,ਪਗਟਾਉਂਦਿਆਂ
krestina,ਕ੍ਰਿਸਟੀਨਾ
jansankhiaakaar,ਜਨਸੰਖਿਆਕਾਰ
mantrile,ਮੰਤਰੀਲੇ
tensalaran,ਟੈਂਸਲਰਾਂ
nagapatinam,ਨਾਗਪਟਿਨਮ
nehapal,ਨੇਹਾਪਾਲ
speeklet,ਸਪੀਕਲੇਟ
spride,ਸਪਰਾਈਡ
lauhat,ਲੌਹਟ
tapasviaan,ਤਪਸਵੀਆਂ
expius,ਐਕਸਪੀਅਸ
pighalda,ਪਿਘਲਦਾ
mlabserform,ਮਲੈਬਸਰਫਾਰਮ
motorwheekal,ਮੋਟਰਵ੍ਹੀਕਲ
bihlewal,ਬੀਹਲੇਵਾਲ
vn,ਵੀਐੱਨ
thalgai,ਥਲਗਾਈ
nihon,ਨਿਹੋਂ
gadbadaunda,ਗੜਬੜਾਉਂਦਾ
ambit,ਐਂਬਿਟ
tavninder,ਤਵਨਿੰਦਰ
hanjhooaan,ਹੰਝੂਆਂ
popets,ਪੋਪੇਟਸ
kalayat,ਕਲਾਇਤ
schisozpheria,ਸਿਸੋਜ਼ਫੇਰੀਆ
coveringan,ਕਵਰਿੰਗਾਂ
bndran,ਬੰਦਰਾਂ
tasdikyog,ਤਸਦੀਕਯੋਗ
mihar,ਮਿਹਰ
fuyang,ਫੁਯਾਂਗ
rumansik,ਰੁਮਾਂਸਿਕ
extinguisher,ਐਕਸਟਿੰਗੁਇਸ਼ਰ
venkaikah,ਵੈਂਕਈਆ
calving,ਕੈਲਵਿੰਗ
poodiaan,ਪੂੜਿਆਂ
sinchayi,ਸਿੰਚਾਈ
spliments,ਸਪਲਿਮੈਂਟਸ
pankivan,ਪੰਕੀਵਾਂ
jirania,ਜਿਰਾਨੀਆ
ramuji,ਰਾਮੂਜੀ
kochuberia,ਕੋਚੂਬੇਰੀਆ
thunks,ਥੰਕਸ
faryadi,ਫਰਯਾਦੀ
dolis,ਡੋਲਿਸ
kiwaar,ਕਿਵਾੜ
kathakaaran,ਕਥਾਕਾਰਾਂ
asarkita,ਅਸਰਕੀਤਾ
ziven,ਜ਼ਿਵੇਂ
vivsatha,ਵਿਵਸਥਾ
niyarepan,ਨਿਆਰੇਪਨ
alszeeta,ਅਲਸਜ਼ੀਤਾ
braauning,ਬ੍ਰਾਊਨਿੰਗ
chromosomes,ਕ੍ਰੋਮੋਸੋਮਸ
handlewar,ਹੈਂਡਲਵਾਰ
parshansa,ਪਰਸ਼ੰਸਾ
papiha,ਪਾਪੀਹਾ
amrinderdeep,ਅਮਰਿੰਦਰਦੀਪ
insipient,ਐਨਸੀਪੀਐਂਟ
rader,ਰੈਡਰ
frozen,ਫਰੋਜ਼ਨ
saarann,ਸਾੜਣ
vaddhinde,ਵੱਢੀਂਦੇ
rakha,ਰਾਖਾ
govinddev,ਗੋਵਿੰਦਦੇਵ
moneygram,ਮਨੀਗ੍ਰਾਮ
banikola,ਬਨੀਕੋਲਾ
amreek,ਅਮਰੀਕ
bishnudeo,ਬਿਸ਼ਨੁਡੋ
daggabazan,ਦਗ਼ਾਬਾਜ਼ਾਂ
dittle,ਡਿੱਟਲ
neutorals,ਨਿਊਟੋਰਲਸ
thaari,ਥਾਰੀ
ministeries,ਮਿਨਿਸਟ੍ਰੀਜ਼
kabbadi,ਕੱਬਡੀ
arsit,ਅਰਸਿਤ
ujaan,ਉਜਾਂ
moirangtham,ਮੋਇਰੰਗਥਮ
bhakhe,ਭਖੇ
based,ਬੇਸਡ
vanuatu,ਵੈਨੂਆਤੂ
nukkalan,ਨੁੱਕਲਾਂ
mardand,ਮਾਰਦੰਡ
offsides,ਆਫਸਾਈਡਜ਼
ncap,ਐੱਨਸੀਏਪੀ
tudor,ਟ੍ਯੂਡਰ
capchin,ਕੈਪਚਿਨ
aaseekalan,ਆਸੀਕਲਾਂ
pedsil,ਪੈਡਸਿਲ
bhinderpal,ਭਿੰਦਰਪਾਲ
piracy,ਪਾਈਰੇਸੀ
invigilators,ਇੰਵੀਜੀਲੇਟਰਸ
shivgangaa,ਸ਼ਿਵਗੰਗਾ
vaccines,ਵੈਕਸੀਨਸ
vojvodina,ਵੋਜਵੋਡੀਨਾ
