sharda,شاردا
aurjawabdahi,اورجوابدہی
olympt,اولمپٹ
kroron,کروڑوں
paradina,پیراڈینا
guzoni,گزونی
fastabashro,فاستبشرو
bolarzkargar,بولرزکارگر
thermometric,تھرمومیٹرک
bequqat,بیقوقت
shayirae,شعراے
wondezko,ونڈیزکو
barshasfedi,برشسفیدی
arthenton,آرتھنٹن
fazanah,فزانہ
exchanjo,ایکسچنجو
strageolugraphy,سٹریجولیوگرافی
wabarari,وبراری
kaltt,کلٹ
harwanahi,ہروانہی
hungamaha,ہنگامہا
reganja,ریگنجا
pattersis,پیٹرسس
tashdadbarpak,تشددبرپاک
pochajaraha,پوچھاجارہا
afsarshahri,افسرشہری
hofrechanskamar,ہوفریچنسکمر
aurbagiyana,اورباغیانہ
nqshe,نقشے
alruumi,الرومی
lanceners,لانسنرز
yathupia,یتھوپیا
tararbaab,ترارباب
kyamodi,کیامودی
dangriya,ڈانگریا
gunaahgaaron,گنہگاروں
bakhashwaat,بخشوات
parjati,پرجاتی
anerbhan,انیربھن
andolo,اندولو
kyakyakuch,کیاکیاکچھ
mutasarf,متصرف
khairochok,کھیروچوک
bayinahi,بعینہی
dharara,دھرارا
treraveria,ٹریراویریا
hahlaak,ہہلاک
nqid,نقید
kenrock,کینراک
katnakhushgawar,کتناخوشگوار
tamashgah,تماشگاہ
coprenic,کوپرینک
manayinat,مناینات
hapotholiyamik,ہپوتھولیامک
kachraphela,کچراپھیلا
aurmatwazan,اورمتوازن
rozgarkam,روزگارکم
yagraftarhokrslakho,یاگرفتارہوکرسلاخو
mahavans,مہاونس
koshyosina,کوشیوسینا
mukarfaribia,مکرفریبیا
wetfish,ویٹفش
khaibarpakhtonkho,خیبرپختونخو
audh,اوڑھ
sabling,سیبلنگ
pedicrals,پیڈیکرلز
plaish,پلیش
katneshwaran,کٹنیشورن
aktiyalis,اکتیالیس
aswimanand,اسویمانند
agarkalabagh,اگرکالاباغ
ralpandi,رالپنڈی
bardaha,بردہا
shogro,شوگرو
anekishchar,انیکشچر
ranzari,رنظری
landsery,لینڈسری
anjking,انجکنگ
wanpakwetan,ونپکویٹن
babrasmayil,بابراسماعیل
weereedah,ویریدہ
jawandarandarpur,جواندراندرپور
retransplant,رٹرانسپلانٹ
funkarsab,فنکارسب
communisto,کمیونسٹو
rashtardoh,راشٹردوہ
aurkhub,اورخوب
mochuka,موچکا
sharbasob,شربسوب
mogulan,موگولن
chhatpanchoi,چھٹپانچوی
akbarwala,اکبروالا
sangrini,سنگرینی
nedarmeer,نیدرمیر
wamafsad,ومفسد
wejandarbatarahi,ویجندربتارہی
antiver,اینٹیور
ikhtarmahmood,اخترمحمود
alashad,الاشد
megnizawardigar,میگنیزاوردیگر
thutra,ٹھٹرا
pint,پنٹ
salangar,سالنگر
kalwadah,کلواڑہ
kachhinchan,کچھینچن
ahmadrajah,احمدراجہ
incent,انسنٹ
himamh,حمامہ
kashmirantazamiya,کشمیرانتظامیہ
uthlaak,اٹھلاک
specticular,اسپیکٹیکیولر
talbarg,تلبرگ
armusliz,آرمسلز
kalpal,کلپل
behtarqarard,بہترقرارد
aakraplekshan,آکراپلیکشن
gaheyn,گاہیں
sadhandra,سدھندرا
sehare,سہارے
sufit,صوفیت
nakhub,ناخوب
kotaj,کوٹج
dukandarziyadah,دکاندارزیادہ
nakasak,نکاسک
shaharmakhsoos,شہرمخصوص
farmanbradar,فرمانبرادر
hardaul,ہردول
jeosein,جیوسین
tonalpohuali,ٹونلپوہوالی
concreting,کنکریٹنگ
baldar,بالدار
metamoresfiat,میٹامورسفیت
akhlaqa,اخلاقا
feushik,فیوشک
professorva,پروفیسروا
salohotahuana,سلوہوتاہوانہ
imported,امپورٹڈ
grawari,گراوری
jalabheshak,جلابھیشک
rakshah,رکشہ
vamikulik,ومیکولک
khudnachat,خودناچت
kasiyani,کاسیانی
duniyaparastu,دنیاپرستو
dafinas,دفینس
bolk,بولک
corpers,کارپرس
bezarkardin,بیزارکردین
rajgrih,راجگیر
aazoochna,آزوچنا
sajawand,سجاوند
hazargor,ہزارگور
devalomaphia,ڈیوالومافیا
marsadi,مرسدی
maviah,معاویہ
lohansk,لوہانسک
aurhindoto,اورہندوتو
nazariay,نظرئیے
parograph,پیروگراف
mazfarnagarpolis,مظفرنگرپولیس
interbank,انٹربینک
pahlotak,پہلوتک
lolty,لولٹی
harink,ہرینک
triglycerides,ٹرائگلواسلیرائڈ
isharay,اشارے
habees,حبیث
aurmakalmah,اورمکالمہ
vascro,واسکرو
saatri,ساتری
recordfundzmukhtas,ریکارڈفنڈزمختص
tashjeer,تشجیر
chamchan,چمچن
nazarbagh,نظرباغ
manasool,مناسول
pargornaran,پرگورنرن
kamyuri,کمیوری
alkhitab,الخطاب
chobiyana,چوبیانہ
lampheogravaloma,لیمفیوگراولوما
mubafa,مبافع
juveshal,جویشل
warakhsat,ورخصت
fehlsish,فہلسش
seyasharan,سیاشرن
servenia,سروینیا
filmkaaf,فلمکاف
majnunah,مجنونہ
wajhashat,وجہشت
saranch,سرنچ
tokriskiti,توکرسکتی
carioca,کیریوکا
chohtark,چوہترک
qaarig,قارغ
elima,ایلیما
lotaniwala,لوٹانیوالا
storzpercorona,اسٹورزپرکورونا
elimentar,ایلیمینٹر
walhasan,والحسن
shankwakar,شنکواکر
monikal,مونیکل
nalbaar,نلبار
garbaz,گرباز
testicular,ٹیسٹیکولر
pighti,پگھتی
ahdeedarhukumat,عہدیدارحکومت
rakhuli,رکھولی
fashfi,فشفی
machahwatha,مچاہواتھا
alghariya,الغریہ
strackerker,اسٹریکرکر
pahodanwala,پہوڑانوالہ
phaink,پھینک
remodi,ریموڈی
ishtemaliat,اشتمالیت
katapurah,کاٹاپورہ
donawal,دوناول
albarkaat,البرکات
samjhajan,سمجھاجان
senitorbob,سینیٹربوب
perfessrastiglets,پرفیسراسٹگلٹس
sameerjees,سمیرجیس
sas,سس
karasasiask,کراساسیاسک
koqias,کوقیاس
chhalko,چھلکو
parpira,پرپیرا
alhadmat,الحدمت
thanio,تھانیو
guruduwarah,گرودوارہ
rahnumamav,راہنماماو
ahmedpandat,احمدپنڈت
tijga,تیجگا
adakarsaktahooniz,اداکرسکتاہونیز
bhayaaz,بھیاز
maradaslob,مراداسلوب
niks,نکس
falging,فالگنگ
rangpu,رنگپو
rubane,ربانی
bharpurkardaradakrigi,بھرپورکرداراداکریگی
mainun,مینوں
fashalheem,فشلہیم
agarbaharik,اگربہارک
schizophrenia,اسکزوفرینیا
ashohisht,اشوہشت
wapardata,واپرداتا
banglorz,بنگلورز
aurselo,اورسیلو
partnerbhi,پارٹنربھی
chemorpectors,کیمورپیکٹرز
aursaazosaaman,اورسازوسامان
mandomb,منڈومب
lamdi,لمڑی
ajraya,اجرایا
koronanahi,کورونانہی
potalba,پوٹلبا
manijeeg,منیجیگ
scression,سکریشن
wiz,ویز
relings,ریلنگز
westermoral,ویسٹرمورل
foreesi,فوریسی
stefort,سٹیفورٹ
kyajachta,کیاجچتا
walag,ولگ
hanpton,ہینپٹن
wamajsam,ومجسم
bajki,باجکی
poochkaar,پوچھکار
sendale,سینڈیل
residitional,ریسیڈیشنل
sardadhikari,سردادھیکاری
banaali,بنالی
fonstenberg,فونسٹنبرگ
mangladivi,منگلادیوی
lasosan,لسوسن
wadarkhashandah,ودرخشندہ
bakhwan,بخوان
roghaniyaat,روغنیات
mazruqi,مزروقی
riyastmantri,ریاستمنتری
zapharkal,زپھرکل
sabzigan,سبزیگان
automating,آٹومیٹنگ
plagocose,پلیگوکوز
washadeed,وشدید
brekesan,بریکیسن
felvilo,فیلویلو
gamlon,گملوں
hydrollk,ہائیڈرولک
jabarlo,جبارلو
krishnasmiyat,کرشناسمیت
amidwarbabil,امیدواربابل
khudaziyoos,خدازیوس
kaahan,کاہن
velandezi,ویلندیزی
mutadadpolis,متعددپولیس
aulzosky,اولزوسکی
sclipsus,اسکلپسس
waaste,واسطے
sarts,سارٹس
taqryrein,تقریریں
tomrah,تومرہ
mashyas,مشیاس
kangfari,کنگفری
behjan,بہجن
jojuhar,جوجوہر
tafsilk,تفصیلک
datagraphia,ڈاٹاگرافیا
godeenddiomandar,گودینددیومندر
seconders,سیکنڈرز
karpetan,کرپیٹن
ghalbe,غلبے
zanbi,زنبی
jeewain,جیویں
akharjat,اخرجات
padeem,پدیم
platikan,پلاٹیکن
bamushkil,بمشکل
reyakishan,ریاکشن
khushbeer,خوشبیر
khairbadkat,خیربادکت
mirajinadubharkardiya,میراجینادوبھرکردیا
claudel,کلاڈل
physiochemical,فزیوکیمیکل
belnikal,بیلنیکل
redosla,ریڈوسلا
tokhafgi,توخفگی
denjezch,ڈینجیزچ
nikotina,نکوٹینا
ddhaak,ڈھاک
bhaip,بھیپ
bunyadgi,بنیادگی
nawazjhoot,نوازجھوٹ
konapedkaran,کوناپیدکرن
sanatkarlard,صنعتکارلارڈ
margulus,مارگولس
theratik,تھراٹک
kyanurulhiq,کیانورالحق
chandashar,چنداشار
darhala,درہلا
pantashium,پینٹاشیم
kodla,کوڈلا
wazarqani,وزرقانی
sadhad,سدھڑ
glocket,گلاکٹ
portrait,پورٹریٹ
tankhwahkheerati,تنخواہخیراتی
izharishaheed,اظہارشہید
farkho,فرخو
waahidah,واحدہ
likhoka,لکھوکا
dargori,درگوری
tayarkarsakta,تیارکرسکتا
tayarkarliyagaya,تیارکرلیاگیا
khidka,کھڑکا
pasandkadan,پسندکادن
karmatbadil,کرمتبادل
meridof,میریڈوف
meaded,میڈڈ
gakhadz,گکھڑز
bandsifi,بندسیفی
corpters,کارپٹرس
stablumshment,اسٹبلمشمنٹ
banothozah,بنوتھوزہ
moximus,ماکسیمس
kimamina,کیمامینا
yazeedani,یزدانی
anandatandopur,انندتندوپور
dilasazi,دلاسازی
bunding,بنڈنگ
bawajodkafar,باوجودکفار
harbark,ہاربرک
nonokan,نونوکان
jawadbashir,جوادبشیر
batmal,بٹمل
bonfels,بونفلز
shanini,شنینی
corpsinberg,کارپسنبرگ
demercos,ڈیمرکوس
mediyatu,میڈیاتو
behtarafradmojudhi,بہترافرادموجودہی
farcity,فارسٹی
medibaka,میڈیباکا
pormanman,پورمنمن
mazmu,مضموں
shaikhwal,شیخوال
starchempenro,اسٹارکیمپینرو
umtun,امتوں
scarpo,اسکارپو
watamnapuri,وتمناپوری
nawalabil,نوالابیل
tehriro,تحریرو
trenberber,ٹرینبربر
shabshi,شبشی
thodhi,تھوڑھی
wabsharni,وبشرنی
tarkovichi,ترکوویچی
farsaforsi,فارسفورسی
nikatani,نکاتانی
alkor,الکور
wanozaza,ونوززا
suei,سیو
lakorees,لکوریس
altarmah,الترمہ
tesdinapar,تیسدیناپر
harmakan,ہرمکن
eidulraseed,عیدالرسید
chashak,چشک
humdardiyan,ہمدردیاں
athakarfarangio,اٹھاکرفرنگیو
doctorknol,ڈاکٹرکنول
sandhelvi,سندھیلوی
transferpalisi,ٹرانسفرپالیسی
kailasa,کیلاسہ
fahwalmatlob,فہوالمطلوب
jhinjhor,جھنجوڑ
katopalong,کٹوپالونگ
hilt,ہلٹ
zahuni,زہونی
farmanarwanan,فرمانروانان
aurnithalogist,اورنیتھالوجسٹ
rawnah,راونہ
gulbandeen,گلبندین
jefny,جیفنی
podna,پودنا
sazismiyat,سازسمیت
alfant,الفنٹ
menzo,مینزو
chaptaychhupayi,چھپتےچھپائی
idarahiya,ادارہیہ
hasdarqabat,حسدرقابت
darangar,درنگر
therpy,تھرپی
pachtrafrad,پچھترافراد
nigarjan,نگرجن
kahasibz,کہاسبز
dispace,ڈسپیس
saamraajee,سامراجی
metertrace,میٹرٹریس
fistist,فسٹسٹ
sarogh,سروغ
dhast,دھست
aurbedarhokar,اوربیدارہوکر
ghaseen,غسین
dorpost,ڈورپوسٹ
trekking,ٹریکنگ
shoroghalghala,شوروغلغلہ
bailaqah,باعلاقہ
chobalis,چوبالیس
ministermaharashtar,منسٹرمہاراشٹر
malasalos,ملاسلوس
shahriyara,شہریارا
keecho,کیچو
alwasar,الوسر
alni,النی
tharoro,تھرورو
karoka,کروکا
aursaresh,اورسریش
bhelahi,بھیلاہی
tarbilahmla,تربیلاحملہ
israrnabut,اسرارنبوت
salneem,سلنیم
jandwala,جنڈوالا
koflos,کوفلوس
semedomated,سیمیڈومیٹڈ
mokoshi,موکوشی
dikhala,دکھالا
odeter,اوڈیٹر
abyuni,ابیونی
pateria,پٹیریا
hantiva,ہینٹیوا
aurlukhmir,اورلخمیر
tawejjeh,توجّہ
chaptan,چپٹن
pakhtunkhwa,پختونخوا
democrossi,ڈیموکراسی
wazehreazam,وزہراعظم
alatvi,العطوی
kobhagat,کوبھگت
anopamachakrurti,انوپماچکرورتی
motovation,موٹویشن
kanveero,کنویرو
commissionercapton,کمشنرکیپٹن
brajment,براجمنٹ
gandalapanta,گنڈالاپنٹا
tochandwaqiat,توچندواقعات
sardarnaem,سردارنعیم
olgomers,اولگومرس
kobaap,کوباپ
qadamas,قدامس
inkishafat,انکشاف
alegzenderbesonet,الیگزینڈربیسونیٹ
mughals,مغلوں
mashirmastaafi,مشیرمستعفی
australogist,آسٹرالوجسٹ
thakata,تھکاتا
yagkonspat,یاگکونسپٹ
lalqawami,لالقوامی
dharas,دھراس
butler,بٹلر
inductee,انڈکٹی
gabhi,گابھی
walsawad,والسواد
transporters,ٹرانسپورٹر
alkashman,الکشمان
diska,ڈسکا
magyo,مگیو
theterband,تھیٹربند
chitara,چتارا
arkansaz,ارکنسز
palanpork,پالنپورک
meaadee,میعادی
bharoganj,بھروگنج
saralalmin,سرالعالمین
gunahgarah,گنہگارہ
naredandar,نریدندر
karodpa,کروڑپا
scrumble,سکرمبل
markandal,مرکنڈل
darichay,دریچے
vaparshokat,وپرشوکت
masvare,مصوری
badroka,بدروکا
ruqtaa,روکتا
grots,گروٹس
doctorarshad,ڈاکٹرارشاد
maqtadahsan,مقتداحسن
kotamhi,کوتمہی
wangwa,وانگوا
karnif,کارنیف
manzorulafreeqi,منظورالافریقی
chechester,چیچیسٹر
tafariq,تفارق
polantka,پولنٹکا
amparah,امپارہ
legawa,لیگاوا
sobup,سوبپ
iftaqhar,افتخار
yehchi,یہچی
niyawaran,نیاوران
idat,عدت
seclifolding,سکلیفولڈنگ
hogapulra,ہوگاپولرا
adharzojiladhar,ادھرزوجیلادھر
bahulo,بھولو
aurbali,اوربالی
alsataniah,السطانیہ
denstry,ڈینسٹری
meerton,میرٹن
forbuj,فوربز
electronical,الیکٹرونیکل
bacteriophages,بیکٹیریوفیج
zaami,زامی
chamrajan,چامراجن
pagsal,پگسل
amko,امکو
akabarah,اکابرہ
maharbandlifaf,مہربندلفاف
tarufah,تعارفہ
webnaar,ویبنار
agathaa,اگاتھا
akayo,اکایو
dastak,دستک
ananagar,انانگر
laqah,لقہ
kabinazeer,کابینظیر
nikfleks,نکفلیکس
treland,ٹریلینڈ
hokarnabi,ہوکرنبی
jaisaca,جیساکہ
palkhwakwas,پلکھواکواس
frankly,فرینکلی
digitalis,ڈجیٹیلس
baghairhaqiqi,بغیرحقیقی
dharicho,دھریچو
bighna,بگھنا
fazahir,فظاہر
andranchal,اندرنچل
yaachko,یاچکو
doctormorten,ڈاکٹرمورٹن
hayanat,حیانات
kahanatak,کہانتک
faslaf,فسلف
karapshawarzalmi,کرپشاورزلمی
wazirjageedish,وزیرجگیدش
pashajib,پاشاجب
niyaqarz,نیاقرض
chopanki,چوپانکی
behtaradakarah,بہتراداکارہ
afroshiya,افروشیا
vomometry,ومومیٹری
lananbarg,لننبرگ
ghatiyaa,گھٹیا
rozshoba,روزشعبہ
narcocoal,نارکوکول
mansah,منصہ
kalampurah,کالمپورہ
langrazik,لنگرازک
banamazd,بنامزد
leati,لیٹی
kashorah,کشورہ
najfi,نجفی
fela,پھیلا
shalpa,شالپا
zabirnami,زبیرنامی
shekhah,شیخہ
gahwang,گھوانگ
aznaqosh,ازنقوش
samarmeen,سمرمین
atekaa,اتیکا
sanglor,سنگلور
falasfarz,فلاسفرز
fridwn,فریدون
sulaimananof,سلیمانانوف
banarahna,بنارہنا
architectured,آرکیٹیکچرڈ
sadarsamjhat,صدرسمجھت
jesants,جیسنٹس
amdadfarmat,امدادفرمات
kothara,کوٹھارا
serezdosra,سیریزدوسرا
manhad,منہد
aitezazi,اعتزازی
classkston,کلاسکسٹن
ghamdin,غامدین
mormonism,مورمونزم
faqere,فقیری
holablavna,ہولابلاونا
testy,ٹیسٹی
kohla,کوہلا
garladni,گرلادنی
sloniuskia,سلونیوسکیا
jalood,جلود
jangad,جانگڑ
auloli,اولولی
mediaregulatory,میڈیاریگولیٹری
alguzam,الگزم
exchangerator,ایکسچینجریٹر
deswali,دیسوالی
gardchahrah,گردچہرہ
raksisthan,راکچھی
ashbeel,اشبیل
kairanvi,کیرانوی
lemrok,لیمروک
kaatee,کاتی
dhandari,ڈھنڈاری
ghairatmandu,غیرتمندو
atwarkona,اتوارکونا
tanoko,تنوکو
sandom,سندوم
alkuraish,القریش
hajri,ھجری
kamhu,کمہو
logisori,لوگیسوری
chanomaski,چنومسکی
aftaraaki,افتراکی
tabiat,طبیعت
karigara,کاریگرا
garaftarjil,گرفتارجیل
troki,ٹروکی
strawal,اسٹراول
narsanhanand,نرسنہانند
samajhtathalikan,سمجھتاتھالیکن
sholoki,شولوکی
sajidko,ساجدکو
bhawawara,بھواورا
bronponemon,برونپونیمون
fabrecators,فیبریکیٹرز
odiong,اوڈیونگ
rajkishwar,راجکشور
maimarks,میمارکس
homopate,ہوموپیٹ
alwadi,الودی
resdincia,ریزڈینسیا
shadidkhaft,شدیدخفت
homazhabi,ہومذہبی
critrific,کرٹریفک
chahabilkah,چاہابلکہ
ikhtarqadri,اخترقادری
bahrola,بہرولا
vievnani,ویونانی
faasforus,فاسفورس
walashari,والعشاری
imton,امتوں
onf,اونف
kobrahat,کوبراہٹ
afradukwapnamutbadil,افرادکواپنامتبادل
metzad,متضاد
shortan,شورٹن
hanarnahi,ہنرنہی
jurayatee,زراعتی
transportrk,ٹرانسپورٹرک
gholni,گھولنی
hidayatkarseem,ہدایتکارسیم
boliwa,بولیوا
haalki,ہالکی
walsalmen,والسلمین
albaghad,البغد
bhagwaran,بھگوارن
redical,ریڈیکل
aulra,اولرا
manfardpahchan,منفردپہچان
jorask,جوراسک
aishoparmanafrat,ایشوپرمنافرت
marlachik,مرلاچک
diptium,ڈپٹیم
ghairmaskok,غیرمسکوک
aldawalabi,الدوالبی
rahamgi,رحمگی
muzafaralmalk,مظفرالملک
nashriatka,نشریاتکا
dectors,ڈیکٹرس
arokrochi,اروکروچی
sthiyarthi,ستھیارتھی
einton,اینٹوں
markazawardahli,مرکزاوردہلی
visioned,ویژنڈ
viracla,ویراکلا
leongo,لیونگو
halhul,حلحول
plocomperfert,پلاکمپرفرٹ
alvatni,الوطنی
tarjadujahad,ترجدوجہد
consultsni,کنسلٹسنی
bhajpakarkinan,بھاجپاکارکنان
zalees,زلیس
custistenters,کسٹسٹینٹرز
tuplilo,ٹوپلیلو
chhotahona,چھوٹاہونا
