kuberastatra,कुबेरस्तत्र
shatrurabhiprayam,शत्रुरभिप्रायं
adhikaaravishayikee,अधिकारविषयिकी
prabalaripubhaye,प्रबलरिपुभये
drukpaatamohitaayai,दृक्पातमोहितायै
ragaganganira,रागगङ्गानीर
vihitotsaahaa,विहितोत्साहा
angirasi,अङ्गिरसि
punyacharitraa,पुण्यचरित्रा
hindudharmaat,हिन्दुधर्मात्
bhagavaanchhaakaayanyah,भगवाञ्छाकायन्यः
ujjwaalana,उज्ज्वालन
bhadradaaruvanam,भद्रदारुवनम्
pravanataa,प्रवणता
madhuchyudguru,मधुच्युद्गुरु
vayojaatidooshitaih,वयोजातिदूषितैः
svavedasyoddharanaani,स्ववेदस्योद्धरणानि
mamaagamanakaankshinah,ममागमनकाङ्क्षिणः
tayaadhishtitena,तयाधिष्ठितेन
sabhushundyashmal,सभुशुण्ड्यश्मल
vaishnavotpaadanaparah,वैष्णवोत्पादनपरः
keertisukhaih,कीर्तिसुखैः
vairinigrahakaarakah,वैरिनिग्रहकारकः
vinaayakam,विनायकं
khilaaegaa,खिलाएगा
swahastaghrushtachandanam,स्वहस्तघृष्टचन्दनम्
mahaapurushatvena,महापुरुषत्वेन
yasmanmam,यस्मान्मां
dharmasamo,धर्मसमो
vastram,वस्त्रम्
ityupasargasambandhasya,इत्युपसर्गसंबन्धस्य
garbhaparivartanam,गर्भपरिवर्तनं
vishuvaayanaavishkaaren,विषुवायनाविष्कारेण
asaumyarupa,असौम्यरूपा
lakaravarnagrathita,लकारवर्णग्रथिता
pradattakam,प्रदत्तकम्
druhra,द्रुह्र
renukaasaptakam,रेणुकासप्तकम्
ksetresu,क्सेत्रेसु
sheshaanyapi,शेषाण्यपि
karttvye,कर्त्त्व्ये
rushiprabhedaah,ऋषिप्रभेदाः
geetasangrah,गीतसङ्ग्रः
patimaapnuhee,पतिमाप्नुही
ivaanadan,इवानदन्
pamirasya,पामीरस्य
praneshateeti,प्रणेशतीति
aadityanaath,आदित्यनाथ
sandrameha,सान्द्रमेह
samudwignah,समुद्विग्नः
punastwayaa,पुनस्त्वया
chaivamaadyaah,चैवमाद्याः
durbhikshamaranahetur,दुर्भिक्षमरणहेतुर्
somayaagatam,सोमयागतम्
upavishtaabhavaddevee,उपविष्टाभवद्देवी
lakshminarana,लक्ष्मीनाराण
kunteesutatvoktyaa,कुन्तीसुतत्वोक्त्या
kashmiradeshyoyam,काश्मीरदेश्योऽयं
dhanvanyaalokam,धन्वन्यालोकम्
sadaaraadhyah,सदाराध्यः
yaavannaabhigirim,यावन्नाभिगिरिं
meghaalayasthaah,मेघालयस्थाः
bindusamyutam,बिन्दुसंयुतम्
ajamodikaa,अजमोदिका
atastaarakah,अतस्तारकः
pushtimaccha,पुष्टिमच्छ
kantapriya,कान्ताप्रिया
vasatishchame,वसतिश्चमे
vyantarendrena,व्यन्तरेन्द्रेण
dheemaanatisamruddhimat,धीमानतिसमृद्धिमत्
yuvajanam,युवजनम्
naagakundalakundalin,नागकुण्डलकुण्डलिन्
moorchamaane,मूर्छमाने
tvayetyasau,त्वयेत्यसौ
yavashakalaansah,यवशकलान्सह
kriyaarthopapadah,क्रियार्थोपपदः
shanmaasato,षण्मासतो
vidhiranushtaanam,विधिरनुष्ठानं
roodhashabdaanaamapi,रूढशब्दानामपि
shastrasharaambudhaarah,शस्त्रशराम्बुधारः
kalasarpa,कालसर्प
raavanaadishirashchhedee,रावणादिशिरश्छेदी
netyapare,नेत्यपरे
apyoordhvagam,अप्यूर्ध्वगं
eekshitrutvam,ईक्षितृत्वं
vedakalpakatarave,वेदकल्पकतरवे
taavadiyam,तावदियं
chinnasheershaaya,छिन्नशीर्षाय
ityevetyarthah,इत्येवेत्यर्थः
yaavaanalashcha,यावानलश्च
vaaravantam,वारवन्तं
sarvalokamaheshvara,सर्वलोकमहेश्वर
suvruttaaya,सुवृत्ताय
shodhaprabandhaah,शोधप्रबन्धाः
viraham,विरहम्
kinchitsiddhidam,किञ्चित्सिद्धिदं
samudghaatitam,समुद्घाटितम्
vatubantotra,वतुबन्तोऽत्र
paridrushyasya,परिदृश्यस्य
vasanaanchalaat,वसनाञ्चलात्
sattvanametya,सत्त्वानामेत्य
padmakaro,पद्मकरो
anaathaparirakshakaay,अनाथपरिरक्षकाय
praadarshayat,प्रादर्शयत्
dishaamadheeshaamshchaturo,दिशामधीशांश्चतुरो
bhaikshacharaashcha,भैक्षचराश्च
bhaktiraavirbhavati,भक्तिराविर्भवति
vinipaatitaah,विनिपातिताः
santoshamadhigachasi,सन्तोषमधिगच्छसि
sajjanarakshanam,सज्जनरक्षणं
dashankanatake,दशाङ्कनाटके
aaryajanopadishto,आर्यजनोपदिष्टो
ganitadakshaah,गणितदक्षाः
baghamber,बाघाम्बर
nipatenapyabhihite,निपातेनाप्यभिहिते
kamapida,कामपीडा
vedaantapratipaadakah,वेदान्तप्रतिपादकः
tungabhadranjanam,तुङ्गभद्राञ्जनं
tasminbhujage,तस्मिन्भुजगे
vaashamaanamivaaturam,वाशमानमिवातुरम्
bhogye,भोग्ये
chayapanasya,चायपानस्य
praharasweti,प्रहरस्वेति
varakaravidhrutashuke,वरकरविधृतशुके
punarambaramaasaadya,पुनरम्बरमासाद्य
abhedyaay,अभेद्याय
madhyamottamaih,मध्यमोत्तमैः
swaarthaikadrushtim,स्वार्थैकदृष्टिं
sundarastamaanaam,सुन्दरस्तमानां
tadvyatiriktah,तद्व्यतिरिक्तः
chandanavaaripankayoh,चन्दनवारिपङ्कयोः
yathetam,यथेतं
samuddishtam,समुद्दिष्टं
karnavedhasamskaaraat,कर्णवेधसंस्कारात्
tasyeshudhi,तस्येषुधी
devavaraarchitam,देववरार्चितम्
nigruhnaati,निगृह्णाति
dharmaparayana,धर्मपरयण
nanatirtha,नानातीर्थ
raamasaulabhyas,रामसौलभ्यस
bahushvamsheshu,बहुष्वंशेषु
muchaadayastudaadau,मुचादयस्तुदादौ
tishtenna,तिष्ठेन्न
yoovoo,यूवू
sakshyaham,साक्ष्यहं
filmeshwapi,फिल्मेष्वपि
pushkarasacchabdaad,पुष्करसच्छब्दाद्
drupadaraajasutopatasthe,द्रुपदराजसुतोपतस्थे
draupadeeyudhishtirayoh,द्रौपदीयुधिष्ठिरयोः
panchaasyapraaptabalo,पञ्चास्यप्राप्तबलो
abhimaananch,अभिमानञ्च
kaamapraaptishch,कामप्राप्तिश्च
netratah,नेत्रतः
drushyamaanamaakshipati,दृश्यमानमाक्षिपति
bhogaayaiv,भोगायैव
vaasudevadeekshit,वासुदेवदीक्षित
taanmanasi,तान्मनसि
hemastambhau,हेमस्तम्भौ
hyahamadraaksham,ह्यहमद्राक्षं
sukanyaaka,सुकन्याक
panchamootaswaroopaam,पञ्चमूतस्वरूपां
moorchhaamay,मूर्छामय
dhaawanto,धावन्तो
anaachaarastvadharmeti,अनाचारस्त्वधर्मेति
naagavallyai,नागवल्ल्यै
kathaashraavane,कथाश्रावणे
mityatra,मित्यत्र
vishvagoorna,विश्वगूर्ण
sheshaardhasy,शेषार्धस्य
seetopabhuktam,सीतोपभुक्तं
sweekrutirmahataam,स्वीकृतिर्महतां
kaulatarpanasamprita,कौलतर्पणसंप्रीता
mahendraadeemshcha,महेन्द्रादींश्च
bhavatyatisubhagoapi,भवत्यतिसुभगोऽपि
sainhikeyavishodhitaaya,सैंहिकेयविशोधिताय
shatapathy,शतपथी
jnaatumicchasi,ज्ञातुमिच्छसि
tapastepussudaarunam,तपस्तेपुस्सुदारुणम्
praakrutikaviparyayaah,प्राकृतिकविपर्ययाः
chikkagaajanoorutah,चिक्कगाजनूरुतः
karmabijanam,कर्मबीजानां
aneeshvarasyaatmani,अनीश्वरस्यात्मनि
roopalaavanyavarddhinee,रूपलावण्यवर्द्धिनी
satkule,सत्कुले
govindadaasasya,गोविन्ददासस्य
pathimat,पथिमत्
tadupadeshoarthavaan,तदुपदेशोऽर्थवान्
sooktamaaptaih,सूक्तमाप्तैः
rahitashchakaasti,रहितश्चकास्ति
sahitaishcha,सहितैश्च
vaastoho,वास्तोः
uromandalakau,उरोमण्डलकौ
gruheetaan,गृहीतान्
samvegato,संवेगतो
gaganaakrutihi,गगनाकृतिः
swasiddhi,स्वसिद्धि
swardhunyaaste,स्वर्धुन्यास्ते
sasanshayam,ससंशयम्
devaraajyamapi,देवराज्यमपि
upanishaditi,उपनिषदिति
traipishtapa,त्रैपिष्टप
kacchidyuyudhaana,कच्चिद्युयुधान
apaan,अपान्
mahaakavibaanabhattah,महाकविबाणभट्टः
bhaavabhangimaake,भावभङ्गिमाके
kaanyakubjeeyo,कान्यकुब्जीयो
