aajolik,আজলিক
usororpora,ওচৰৰপৰা
selfi,ছেল্ফি
xugondhire,সুগন্ধিৰে
shrenihin,শ্রেণীহীন
silekson,চিলেকচন
lebaror,লেবাৰৰ
gauloike,গাওঁলৈকে
titapani,তিতাপানী
halakura,হালাকুৰা
uddhari,উদ্ধাৰি
alusonike,আলোচনীকে
netakormixokolor,নেতাকৰ্মীসকলৰ
gupbalokor,গোপবালকৰ
bhikhyu,ভিক্ষু
omortyo,অমৰ্ত্য
marbhat,মাৰভাত
xombordhito,সম্বর্ধিত
resturentot,ৰেষ্টুৰেণ্টত
aapunalukotu,আপোনালোকতো
nidorxonok,নিদর্শনক
bimankhonot,বিমানখনত
siarsisi,চিআৰচিচি
ethens,এথেন্স
ronanggon,ৰণাংগন
roost,ৰোষ্ট
fatibo,ফাটিব
duharisu,দোহাৰিছোঁ
oporipokkotak,অপৰিপক্কতাক
resturentkhonor,ৰেষ্টুৰেন্টখনৰ
pubhamma,পুভাম্মা
parchixokolok,পাৰ্চীসকলক
protishrutito,প্রতিশ্রুতিত
bijnout,বিজনৌত
byadhiburor,ব্যাধিবোৰৰ
singot,ছিঙত
xixugriholoi,শিশুগৃহলৈ
boidyutikoron,বৈদ্যুতিকৰণ
gouhatir,গৌহাটীৰ
hajarporjonto,হাজাৰপর্যন্ত
vijitors,ভিজিটৰ্ছ
durodorxonoloi,দূৰদৰ্শনলৈ
proxongou,প্রসংগও
adibaxik,আদিবাসীক
disembot,ডিচেম্বত
raidangjuri,ৰাইডাংজুৰি
eghardinor,এঘাৰদিনৰ
lahorik,লাহৰীক
ghaamer,ঘামেৰ
porhilei,পঢ়িলেই
koraxokoloku,কৰাসকলকো
upodestabrindo,উপদেষ্টাবৃন্দ
rohinton,ৰহিণ্টন
kixurijonir,কিশোৰীজনীৰ
lukgitot,লোকগীতত
natyokareu,নাট্যকাৰেও
nukhujatu,নোখোজাটো
durgutxob,দুৰ্গোৎসৱ
sarimul,চাৰিমুল
bhodra,ভদ্রা
kartika,কাৰ্ত্তিক
sloganor,শ্লগানৰ
goruwu,গৰুও
tomukor,তমুকৰ
luhaghat,লোহাঘাট
sombolpurot,চম্বলপুৰত
pitamohor,পিতামহৰ
dingur,দিঙুৰ
xorbojonin,সর্বজনীন
gariburu,গাড়ীবোৰো
probexor,প্রবেশৰ
hanapar,হানাপাৰ
kakoteu,কাকতেও
itipurbei,ইতিপূর্বেই
tupulaxomuh,টোপোলাসমূহ
rakhmator,ৰাখমাতৰ
digontoda,দিগন্তদা
xokololoi,সকললৈ
incubator,ইনকুবেটৰ
aankunubai,আনকোনোবাই
dhoriloleu,ধৰিললেও
jolale,জলালে
prowahitor,প্রৱাহিতৰ
kobikonthor,কবিকণ্ঠৰ
luharkathat,লোহাৰকাঠাত
xuronjona,সুৰঞ্জনা
eskinok,এছকিনক
drirhotapurno,দৃঢ়তাপূর্ণ
omrityu,অমৃত্যু
aammar,আম্মাৰ
panivorti,পানীভৰ্তি
prarthigorakitkoi,প্ৰাৰ্থীগৰাকীতকৈ
poramorxodanor,পৰামর্শদানৰ
verawal,ভেৰাৱাল
nirbhoxilor,নিৰ্ভশীলৰ
ximultaput,শিমুলটাপুত
xomajkoilyan,সমাজকল্যাণ
buddhibur,বুদ্ধিবোৰ
gatetur,গেটটোৰ
suwaguri,ছোৱাগুৰি
helier,হেলিয়াৰ
probondhor,প্ৰবন্ধৰ
xotradhikarxokol,সত্ৰাধিকাৰসকল
marchor,মাৰ্চৰ
poncholix,পঞ্চলিশ
prodyutor,প্ৰদ্যুতৰ
xubhajatrat,শুভাযাত্ৰাত
disama,ডিছামা
farstot,ফাৰ্ষ্টত
ximankhinihe,সিমানখিনিহে
tradersor,ট্ৰেডাৰ্চৰ
prekhyapot,প্ৰেক্ষাপট
bhadeswar,ভাদেশ্বৰ
staru,ষ্টাৰো
janbahonot,যানবাহনত
bhitigrosto,ভীতিগ্রস্ত
thulukoru,থুলোকৰো
emsuk,এমছুক
galoiku,গালৈকো
xomanotu,সমানতো
preronamulok,প্ৰেৰণামূলক
deulgurit,দেউলগুৰিত
elbame,এলবামে
xobolotak,সবলতাক
bhaxatotwoi,ভাষাতত্ত্বই
jugibari,যোগীবাৰী
dewaxuror,দেৱাসুৰৰ
khauteu,খাওঁতেও
kornotok,কৰ্ণটক
duijonok,দুইজনক
tatibama,তাতিবামা
bengkeu,বেংকেও
purok,পূৰক
sitronatyou,চিত্ৰনাট্যও
prothomborxor,প্রথমবর্ষৰ
dokhyotat,দক্ষতাত
bibhuxa,বিভূষা
nisintakoi,নিচিন্তাকৈ
onustanti,অনুষ্টানটি
bhinihideu,ভিনিহিদেউ
debot,দেৱত
boixomyoxomuh,বৈষম্যসমূহ
mannanor,মান্নানৰ
tradesman,ট্ৰেডছমেন
sanuwar,চানোৱাৰ
kaanon,কানন
sanekir,চানেকিৰ
rupailoike,ৰূপাইলৈকে
swopnote,স্বপ্নতে
dewane,দেৱানে
votevikhya,ভোটভিক্ষা
poramorxawoliu,পৰামৰ্শাৱলীও
dostidarok,দস্তিদাৰক
nalagisil,নালাগিছিল
rodicks,ৰডিক্স
uberor,উবেৰৰ
itihaxbur,ইতিহাসবোৰ
tolole,তললে
sansolyoi,চাঞ্চল্যই
pundhotu,পোন্ধটো
biswoxahityor,বিশ্বসাহিত্যৰ
istanbul,ইস্তানবুল
bhromonburok,ভ্রমণবোৰক
sondrotu,চন্দ্রটো
chime,চিমে
korkotor,কর্কটৰ
upostitit,উপস্তিতিত
usmota,উষ্মতা
pidisike,পিডিচিকে
asonibhukto,আঁচনিভুক্ত
bhromonxusi,ভ্ৰমণসূচী
nostik,নষ্টিক
kaborambam,কাবৰামবাম
prosanor,প্ৰচানৰ
xommukhin,সম্মুখীন
poribordhito,পৰিবর্ধিত
conservative,কনজাৰ্ভেটিভ
jogote,জগতে
suitot,চুইটত
resonok,ৰেচনক
khalokh,খালখ
uparjonar,উপাৰ্জনাৰ
shrutaloi,শ্রোতালৈ
intell,ইণ্টেল
thandadinot,ঠাণ্ডাদিনত
boimanikgoraki,বৈমানিকগৰাকী
toralik,তৰালীক
sristiburor,সৃষ্টিবোৰৰ
uttortuloi,উত্তৰটোলৈ
fejor,ফেজৰ
borjuri,বৰজুৰি
sohormukhi,চহৰমুখী
belauj,বেলাউজ
barlington,বাৰ্লিংটন
arzaworto,আর্যাৱর্ত
opodarthor,অপদাৰ্থৰ
xudheu,সোধেও
ofuronto,অফুৰন্ত
emblem,এমব্লেম
proxongoloi,প্ৰসঙ্গলৈ
gunwan,গুণৱান
proxikhyonkalot,প্ৰশিক্ষণকালত
vill,ভিল
jonomonso,জনমঞ্চ
bidyutkormi,বিদ্যুৎকৰ্মী
xangxodei,সাংসদেই
dhormopotni,ধর্মপত্নী
smaili,স্মাইলী
jatris,যাত্ৰীচ
pikcharot,পিকচাৰত
umom,উমম
lumhorxok,লোমহর্ষক
khuwane,খোৱানে
bobde,বব্দে
mohola,মহলা
kawoi,কাৱৈ
aadbanir,আদবানীৰ
najanehlo,নাজানেহ্ল
ekatmo,একাত্ম
nidphi,নিডফি
trirongo,ত্ৰিৰংগ
longpenttu,লংপেণ্টটো
jonoxomawexok,জনসমাৱেশক
ketherinor,কেথেৰিনৰ
ognikal,অগ্নিকাল
manobotabudhor,মানৱতাবোধৰ
jodurame,জদুৰামে
ebaru,এবাৰো
maubadit,মাওবাদীত
regerge,ৰিজাৰ্জ
porolukpropti,পৰলোকপ্ৰপ্তি
bokbokoni,বকবকনি
aafane,আফানে
nammukto,নামমুক্ত
oposonxil,অপচনশীল
bogra,বগ্ৰা
onamikar,অনামিকাৰ
brahmakumari,ব্রহ্মাকুমাৰী
xomititei,সমিতিতেই
ujuti,উজুটি
biriddhe,বিৰিদ্ধে
edjahe,এডজাহে
naamghoroke,নামঘৰকে
ghuragarire,ঘোঁৰাগাড়ীৰে
bikolpor,বিকল্পৰ
dipanwitai,দীপান্বিতাই
karbixokoleu,কাৰ্বিসকলেও
oxubidhaloi,অসুবিধালৈ
incheurance,ইঞ্চিউৰেঞ্চ
nodhora,নধৰা
xirxosthan,শীর্ষস্থান
gcfc,জিচিএফচি
taask,তাস্ক
aainordwara,আইনৰদ্বাৰা
morhe,মৰহে
dhonotkoi,ধনতকৈ
gilise,গিলিছে
toloukoi,তলৌকৈ
tulit,তুলিত
kuthaturpora,কোঠাটোৰপৰা
tomser,তমছেৰ
sirajuddin,চিৰাজুদ্দিন
kitapkhinir,কিতাপখিনিৰ
srisrimadhobodewe,শ্রীশ্রীমাধৱদেৱে
puwabela,পুৱাবেলা
finaly,ফাইনেলি
kanitkar,কানিটকাৰ
machinote,মেচিনতে
xumawar,সোমাৱাৰ
morolgawor,মৰলগাঁৱৰ
purnendu,পূর্ণেন্দু
modhye,মধ্যে
megir,মেগিৰ
xalinota,শালীনতা
jahajei,জাহাজেই
aakaxok,আকাশক
meruwa,মেৰোৱা
xoiloja,শৈলজা
excluded,এক্সক্লুডেড
fatharoloi,ফাথাৰলৈ
dexpremok,দেশপ্ৰেমক
pristhopuxokotatei,পৃষ্ঠপোষকতাতেই
wander,ৱাণ্ডাৰ
sindhudurg,সিন্ধুদুৰ্গ
dibasun,দিবাচোন
mostiskok,মস্তিষ্কক
olikon,অলিকণ
karzawolik,কার্যাৱলীক
probondhotur,প্রবন্ধটোৰ
putisu,পুতিছোঁ
praptoi,প্ৰাপ্তই
trenkeror,ট্ৰেংকাৰৰ
morhuma,মৰহুমা
prokriyai,প্ৰক্ৰিয়াই
sondrabhijan,চন্দ্ৰাভিযান
rajdorbaroloi,ৰাজদৰবাৰলৈ
sikdar,চিকদাৰ
perspective,পাৰ্ছপেক্টিভ
infectionor,ইনফেকশ্যনৰ
bohukalor,বহুকালৰ
namerehe,নামেৰেহে
higor,হিগৰ
xorbosresto,সৰ্বশ্ৰেষ্ট
begomei,বেগমেই
dhormopotni,ধৰ্মপত্নী
pathyokromtut,পাঠ্যক্ৰমটোত
porisalokjon,পৰিচালকজন
singfouxokol,চিংফৌসকল
nebhir,নেভিৰ
grohonoru,গ্রহণৰো
juktorastroloi,যুক্তৰাষ্ট্ৰলৈ
kamingwan,কামিঙৱান
merukoronor,মেৰুকৰণৰ
khutile,খুটিলে
porjotokgoraki,পৰ্যটকগৰাকী
xondhipotrot,সন্ধিপত্ৰত
xunanitei,শুনানিতেই
jutau,জোতাও
rongkireddy,ৰংকিৰেড্ডি
nirzatoneu,নির্যাতনেও
abontito,আবন্তিত
kosairupi,কচাইৰূপী
siyorisil,চিঞৰিছিল
porisorza,পৰিচৰ্যা
gunabhiramok,গুণাভিৰামক
potiye,পতিয়ে
nischiyota,নিশ্চিয়তা
janeitu,জানেইতো
parlartu,পাৰ্লাৰটো
gorumara,গৰুমাৰা
tikrikillar,টিক্ৰিকিল্লাৰ
obhibortonkhonor,অভিবৰ্তনখনৰ
puluma,পুলোমা
returney,ৰিটাৰ্নি
dekarir,ডেকেৰীৰ
ushno,উষ্ণ
jalalpurot,জালালপুৰত
rugbidhok,ৰোগবিধক
nixatute,নিশাটোতে
kuworgaonro,কোঁৱৰগাঁৱৰ
tulehlo,তোলেহ্ল
nirapottarokhyik,নিৰাপত্তাৰক্ষীক
sangsan,চাংচান
duhora,দোহৰা
beharot,বেহাৰত
bhanuwe,ভানুৱে
jheimar,ঝেইমাৰ
xatbosor,সাতবছৰ
blokere,ব্লকেৰে
bidyaloixomuhu,বিদ্যালয়সমূহো
fotuwei,ফটোৱেই
bijxomuh,বীজসমূহ
thairporai,ঠাইৰপৰাই
noholheten,নহলহেঁতেন
khudrotor,ক্ষুদ্ৰতৰ
johaise,জহাইছে
mitobhaxi,মিতভাষী
poxupalokor,পশুপালকৰ
majigaon,মাজিগাঁও
pundhorbosor,পোন্ধৰবছৰ
minje,মিঞ্জে
bukakhatok,বোকাখাতক
orsonai,অর্চনাই
neheruwali,নেহেৰুৱালি
doimariku,দৈমাৰীকো
aagborhalu,আগবঢ়ালোঁ
marylandor,মেৰিলেণ্ডৰ
batoritei,বাতৰিতেই
aastine,আষ্টিনে
linke,লিংকে
kunukale,কোনোকালে
kakjuri,কাকজুৰি
purapurikoi,পুৰাপুৰিকৈ
quidor,কুইডৰ
cricketerxokolor,ক্রিকেটাৰসকলৰ
xongxarorpora,সংসাৰৰপৰা
verificationu,ভেৰিফিকেশ্যনো
hengal,হেঙাল
bhutareu,ভোটাৰেও
xipra,শিপ্রা
bidyan,বিদ্যান
bhugyo,ভোগ্য
lalukkhular,লালুকখোলাৰ
chumpa,চুম্পা
tisthi,তিষ্ঠি
vetenery,ভেটেনেৰী
dwibij,দ্বিবিজ
aarhas,আৰহাছ
memthor,মেমথৰ
prorona,প্ৰৰণা
bornobur,বর্ণবোৰ
orunluson,অৰুণলোচন
gombhire,গম্ভীৰে
bunty,বান্টি
kudristi,কুদৃষ্টি
dekhuamei,দেখুৱামেই
bordhul,বৰঢোল
dihjari,দিহজাৰী
intanki,ইণ্টাংকি
ataiburoke,আটাইবোৰকে
marbolere,মাৰ্বলেৰে
pourahityot,পৌৰাহিত্যত
uthibore,উঠিবৰে
xotoborxor,শতবর্ষৰ
prekhyagrihote,প্ৰেক্ষাগৃহতে
bastowu,বাস্তৱো
mohontokhe,মহন্তকহে
ritiniti,ৰীতিনীতি
sorakir,চৰাকীৰ
ghuxakhon,ঘোষাখন
jubokordwara,যুৱকৰদ্বাৰা
porutei,পৰোতেই
underestymate,আণ্ডাৰএষ্টিমেট
ngosan,ঙচান
jonose,জনচে
herwai,হেৰৱাই
hork,হৰ্ক
ramkinkoror,ৰামকিংকৰৰ
dambur,দাম্বুৰ
bondhi,বন্ধি
wellingtonot,ৱেলিংটনত
raxutxowok,ৰাসোৎসৱক
bischedere,বিচ্ছেদেৰে
opu,অপো
jolabila,জলাবিলা
ponchotontror,পঞ্চতন্ত্ৰৰ
kolpositror,কল্পচিত্রৰ
bhowonotur,ভৱনতোৰ
porismrita,পৰিস্মৃতা
jonmabor,জন্মাবৰ
ardrotar,আর্দ্রতাৰ
xobdothe,শব্দতহে
byapi,ব্যাপী
nogor,নগৰ
apekhyikotabador,আপেক্ষিকতাবাদৰ
modhyokalin,মধ্যকালীন
agentxokolok,এজেন্টসকলক
toptale,তপতালে
himmotxingkar,হিম্মতসিংকাৰ
mohasthobir,মহাস্থবিৰ
baaja,বাজা
kongrosi,কংগ্ৰছী
ibon,ইবন
mejistretor,মেজিষ্ট্ৰেটৰ
ekxoilik,একশৈলীক
jubel,জুবেল
debotulyo,দেৱতুল্য
bohatu,বহাটো
xurjyot,সূৰ্য্যত
bodhokabyoxomuhor,বধকাব্যসমূহৰ
paloku,পালকো
xokolukeita,সকলোকেইটা
bidwane,বিদ্বানে
sonoloike,চনলৈকে
jolob,জলব
kothaburei,কথাবোৰেই
ghororu,ঘৰৰো
ss,এছএছ
degreet,ডিগ্ৰীত
hwan,ৱান
dexiyo,দেশীয়
pabar,পাবাৰ
mumaideuhotor,মোমাইদেউহঁতৰ
khyoronor,ক্ষৰণৰ
musmanor,মুছমানৰ
joleswor,জলেশ্বৰ
deutara,দেউতাৰা
horonor,হৰণৰ
