fusharun,फुशारुन
paungadavasthet,पौंगडावस्थेत
bhushanali,भूषणली
renaissance,रिनेसन्स
drakshachihi,द्राक्षाचीही
khajgikaranabaddal,खाजगीकरणाबद्दल
stagecha,स्टेजचा
charvakpanthi,चार्वाकपंथी
mirwuya,मिरवुया
arnoldson,आर्नोल्डसन
photovarcha,फोटोवरचा
mirach,मिराच
sarvmalmatta,सर्वमालमत्ता
drushtyasuddha,दृष्ट्यासुद्धा
kshapr,क्षप्र
patkavine,पटकाविणे
behoshi,बेहोशी
hordingmadhye,होर्डिंगमध्ये
bordervaroon,बॉर्डरवरून
jesanane,जेसनने
tadnyanech,तज्ञानेच
kdmcshi,केडीएमसीशी
rikshevalyanchya,रिक्षेवाल्यांच्या
pinyalayakach,पिण्यालायकच
bahurupyancha,बहुरूप्यांचा
disemillation,डिसिमिलेशन
kootre,कूत्रे
arthshasradnya,अर्थशास्रज्ञ
fulpakharant,फुलपाखरांत
tiyogatil,तियोगातील
pavsalalel,पावसाळलेल
yajmananchya,यजमानांच्या
apghatvishesh,अपघातविशेष
pajvya,पाजव्या
chipanzine,चिपांझीने
dahavvi,दहाव्वी
dhadpan,धडपण
janyache,जाण्याचे
saibabavirodhat,साईबाबाविरोधात
vinaybhangasobatach,विनयभंगासोबतच
rotojaval,रोटोजवळ
bhoomimule,भूमीमुळे
hissedarit,हिस्सेदारीत
bollywoodstar,बॉलीवूडस्टार
gotekar,गोटेकर
jatyuchchedan,जात्युच्छेदन
sarkarbabatchi,सरकारबाबतची
mhalungyachya,म्हाळुंग्याच्या
resignation,रेसिग्नेशन
kutumbasarkhech,कुटुंबासारखेच
kolhenagar,कोल्हेनगर
nanacha,नानाचा
pathbhedacha,पाठभेदाचा
balimadhun,बालीमधून
najarbheti,नजरभेटी
onvalyane,ओंवळ्याने
vatyapeksha,वाट्यापेक्षा
valavinyasambandhi,वळविण्यासंबंधी
korademastaracha,कोरडेमास्तराचा
chaharyancha,चहऱ्यांचा
bodhjanak,बोधजनक
gumphamadhil,गुंफामधील
kartvyanprati,कर्तव्यांप्रती
tharkelyachi,ठारकेल्याची
telephonsarkhya,टेलिफोनसारख्या
prakashdadanshi,प्रकाशदादांशी
sadichchadutanche,सदिच्छादुतांचे
shodhinincha,शोधिनींचा
buddhikaushalya,बुद्धिकौशल्य
pacifier,पेसिफायर
lakshmanashi,लक्ष्मणाशी
aapalat,आपलात
vinavali,विनवली
krishnavarniyanche,कृष्णवर्णीयांचे
nayarkade,नायरकडे
mamuncha,मामूंचा
thanepasun,ठाणेपासून
radhesarkha,राधेसारखा
ubine,उबीने
disalyasarkhi,दिसल्यासारखी
lamithai,लमिठाई
kattayane,कट्टयाने
trekutak,त्रेकुटक
emtichi,एमटीची
amplifier,एम्प्लिफायर
dherechi,ढेरेची
atyadhunikaranavar,अत्याधुनिकरणावर
pepo,पेपो
shatruvishayi,शत्रूविषयी
banvavayachi,बनवावयाची
ilayachichya,इलायचीच्या
nanauk,नानौक
arthajagat,अर्थजगत
boykatpasoon,बॉयकटपासून
vanshbudi,वंशबुडी
flochi,फ्लोची
malikesarkhech,मालिकेसारखेच
hajarachyavar,हजाराच्यावर
jaminitahi,जमिनीतही
detergents,डिटर्जंटसह
mhatalel,म्हटलेल
kenkarenni,केंकरेंनी
punyadarmyan,पुण्यादरम्यान
kargirmadhye,कारगीरमध्ये
notamojani,नोटमोजणी
rubabdarichi,रूबाबदारीची
ismaachyaa,इसमाच्या
insulationsathi,इन्सुलेशनसाठी
breakfastwali,ब्रेकफास्टवाली
firstmadhye,फर्स्टमध्ये
finchchya,फिंचच्या
punartpasaninantar,पुनर्तपासणीनंतर
venelane,वेनेलाने
ghusaralyane,घुसरल्याने
landorkhori,लांडोरखोरी
vaiduche,वैदूचे
suramwar,सुरमवार
sudhivishayi,सुधीविषयी
jadhak,जाधक
mahavidhyayal,महाविद्यायल
sethinchi,सेठींची
aatchi,आताची
ekaterinburg,एकाटेरिनबर्ग
zadke,झाडके
aapattikalat,आपत्तीकाळात
punjiram,पुंजीराम
raghavvel,राघववेळ
purvandh,पूर्वांध
vakilache,वकीलाचे
valanyala,वळण्याला
brady,ब्रॅडी
shivesenelahi,शिवेसेनेलाही
naubel,नॉबेल
foodparkcha,फुडपार्कचा
dusaryasarakh,दुसऱ्यासारखं
rashipeksha,राशीपेक्षा
janamat,जनमत
ghotalyapekshahi,घोटाळ्यापेक्षाही
pantjalibabatchya,पंतजलीबाबतच्या
asmitevarun,अस्मितेवरून
vataghatipasun,वाटाघाटीपासून
ilidachya,इलिदाच्या
jivanpatanantar,जीवनपटानंतर
dhulpyavarchya,धुळप्यावरच्या
pulavarunahi,पुलावरूनही
upasagaralagatchya,उपसागरालगतच्या
badhirata,बधिरता
bhondubabanni,भोंदूबाबांनी
bandobastant,बंदोबस्तांत
prakalpanjavalil,प्रकल्पांजवळील
novin,नोविन
zepchi,झेपची
hrashikeshchya,ह्रषिकेशच्या
zumurvar,झुमुरवर
bapusahebmaharaj,बापूसाहेबमहाराज
mullanchya,मुल्लांच्या
pakadalyavar,पकडल्यावर
galatahi,गळतही
vishvavidyalayamadhye,विश्वविद्यालयामध्ये
degreemadhye,डीग्रीमध्ये
dattatreyanmule,दत्तात्रेयांमुळे
nabhpar,नभपार
runnersony,रनर्सनी
mahajanani,महाजननी
kakajinchi,काकाजींची
gutavanookdaranni,गुतवणूकदारांनी
kishovayin,किशोवयीन
giranatoon,गिरणातून
enginechalakachya,इंजिनचालकाच्या
lyrdersahebanni,लीर्डरसाहेबांनी
ganine,गाणीने
shrinivasashastri,श्रीनिवासशास्त्री
chinchwadit,चिंचवाडीत
aavajanche,आवाजांचे
chitrakarabarobar,चित्रकाराबरोबर
chitrapatgruhabaher,चित्रपटगृहाबाहेर
edsbabatchi,एड्सबाबतची
thandacha,थंडाचा
glucometer,ग्लुकोमिटर
kidnapping,किडनॅपिंग
samanatetil,समानतेतील
chohobajune,चोहोबाजूने
utv,यूटीव्ही
deflated,डिफ्लेटेड
sampalpana,संपल्पना
nayajeriyanankade,नायजेरियनांकडे
discretion,डिस्क्रिशन
bandishimadhye,बंदिशीमध्ये
mithagaranchi,मिठागरांची
tapankumar,तपनकुमार
kavinsathi,कविंसाठी
maskasarkhe,मस्कसारखे
apartments,अपार्टमेंट्स
aaghatavar,आघातावर
daruvikreta,दारूविक्रेता
rashtrakaryache,राष्ट्रकार्याचे
parikshandekhil,परीक्षणदेखील
itihaskarannihi,इतिहासकारांनीही
vyaspithatil,व्यासपीठातील
borehi,बोरेही
bruhaspativar,बृहस्पतिवार
bamanolkar,बामणोलकर
afgananni,अफगाणांनी
chanyanvar,चण्यांवर
bhittichitrat,भित्तिचित्रात
fineman,फाइनमन
khalvar,खालवर
bagpackers,बॅगपॅकर्स
sanmanchinhasaha,सन्मानचिन्हासह
rahulbabala,राहुलबाबाला
sardesainchya,सरदेसाइंच्या
gandmaster,गँडमास्टर
aandinchahi,आंदींचाही
nyayalayach,न्यायालयाचं
batonki,बातोंकी
nakate,नकाते
